id,year,month,day,session,speaker,title,hyperlink
1723,1994,April,General,P,Richard P. Lindsay,“Feed My Sheep”,https://www.churchofjesuschrist.org/study/general-conference/1994/04/feed-my-sheep
1724,1994,April,General,P,Charles A. Didier,Remember Your Covenants,https://www.churchofjesuschrist.org/study/general-conference/1994/04/remember-your-covenants
1725,1994,April,General,P,Joseph B. Wirthlin,Live in Obedience,https://www.churchofjesuschrist.org/study/general-conference/1994/04/live-in-obedience
1726,1994,April,Saturday,A,L. Tom Perry,“Therefore I Was Taught”,https://www.churchofjesuschrist.org/study/general-conference/1994/04/therefore-i-was-taught
1727,1994,April,Saturday,A,Dallin H. Oaks,Tithing,https://www.churchofjesuschrist.org/study/general-conference/1994/04/tithing
1728,1994,April,Saturday,A,Merlin R. Lybbert,The Special Status of Children,https://www.churchofjesuschrist.org/study/general-conference/1994/04/the-special-status-of-children
1729,1994,April,Saturday,A,Kenneth Johnson,We All Have a Father in Whom We Can Trust,https://www.churchofjesuschrist.org/study/general-conference/1994/04/we-all-have-a-father-in-whom-we-can-trust
1730,1994,April,Saturday,A,Lloyd P. George,Gratitude,https://www.churchofjesuschrist.org/study/general-conference/1994/04/gratitude
1731,1994,April,Saturday,A,M. Russell Ballard,Counseling with Our Councils,https://www.churchofjesuschrist.org/study/general-conference/1994/04/counseling-with-our-councils
1732,1994,April,Saturday,M,Boyd K. Packer,The Father and the Family,https://www.churchofjesuschrist.org/study/general-conference/1994/04/the-father-and-the-family
1733,1994,April,Saturday,M,Malcolm S. Jeppsen,A Divine Prescription for Spiritual Healing,https://www.churchofjesuschrist.org/study/general-conference/1994/04/a-divine-prescription-for-spiritual-healing
1734,1994,April,Saturday,M,Elaine L. Jack,“Walk with Me”,https://www.churchofjesuschrist.org/study/general-conference/1994/04/walk-with-me
1735,1994,April,Saturday,M,Albert Choules Jr.,A Child’s Love Matured,https://www.churchofjesuschrist.org/study/general-conference/1994/04/a-childs-love-matured
1736,1994,April,Saturday,M,Carlos E. Asay,"“If a Man Die, Shall He Live Again?”",https://www.churchofjesuschrist.org/study/general-conference/1994/04/if-a-man-die-shall-he-live-again
1737,1994,April,Saturday,M,Richard G. Scott,To Be Healed,https://www.churchofjesuschrist.org/study/general-conference/1994/04/to-be-healed
1738,1994,April,Saturday,M,James E. Faust,Five Loaves and Two Fishes,https://www.churchofjesuschrist.org/study/general-conference/1994/04/five-loaves-and-two-fishes
1739,1994,October,General,W,Howard W. Hunter,Stand Firm in the Faith,https://www.churchofjesuschrist.org/study/general-conference/1994/10/stand-firm-in-the-faith
1740,1994,October,General,W,Aileen H. Clyde,Charity and Learning,https://www.churchofjesuschrist.org/study/general-conference/1994/10/charity-and-learning
1741,1994,October,General,W,Chieko N. Okazaki,Rowing Your Boat,https://www.churchofjesuschrist.org/study/general-conference/1994/10/rowing-your-boat
1742,1994,October,General,W,Elaine L. Jack,"“Seek, and Ye Shall Find”",https://www.churchofjesuschrist.org/study/general-conference/1994/10/seek-and-ye-shall-find
1743,1994,October,Sunday,A,Howard W. Hunter,Follow the Son of God,https://www.churchofjesuschrist.org/study/general-conference/1994/10/follow-the-son-of-god
1744,1994,October,Sunday,A,Russell M. Nelson,The Spirit of Elijah,https://www.churchofjesuschrist.org/study/general-conference/1994/10/the-spirit-of-elijah
1745,1994,October,Sunday,A,Lance B. Wickman,“Stand Ye in Holy Places”,https://www.churchofjesuschrist.org/study/general-conference/1994/10/stand-ye-in-holy-places
1746,1994,October,Sunday,A,Rex D. Pinegar,The Simple Things,https://www.churchofjesuschrist.org/study/general-conference/1994/10/the-simple-things
1747,1994,October,Sunday,A,Patricia P. Pinegar,Teach the Children,https://www.churchofjesuschrist.org/study/general-conference/1994/10/teach-the-children
1748,1994,October,Sunday,A,Joseph B. Wirthlin,Deep Roots,https://www.churchofjesuschrist.org/study/general-conference/1994/10/deep-roots
1749,1994,October,Sunday,A,James E. Faust,The Keys That Never Rust,https://www.churchofjesuschrist.org/study/general-conference/1994/10/the-keys-that-never-rust
1750,1994,October,Sunday,M,Thomas S. Monson,The Fatherless and the Widows—Beloved of God,https://www.churchofjesuschrist.org/study/general-conference/1994/10/the-fatherless-and-the-widows-beloved-of-god
1751,1994,October,Sunday,M,M. Russell Ballard,Restored Truth,https://www.churchofjesuschrist.org/study/general-conference/1994/10/restored-truth
1752,1994,October,Sunday,M,L. Aldin Porter,The Revelations of Heaven,https://www.churchofjesuschrist.org/study/general-conference/1994/10/the-revelations-of-heaven
1753,1994,October,Sunday,M,Boyd K. Packer,"Personal Revelation: The Gift, the Test, and the Promise",https://www.churchofjesuschrist.org/study/general-conference/1994/10/personal-revelation-the-gift-the-test-and-the-promise
1754,1994,October,Sunday,M,Gordon B. Hinckley,Save the Children,https://www.churchofjesuschrist.org/study/general-conference/1994/10/save-the-children
1755,1994,October,General,P,Howard W. Hunter,Being a Righteous Husband and Father,https://www.churchofjesuschrist.org/study/general-conference/1994/10/being-a-righteous-husband-and-father
1756,1994,October,General,P,Gordon B. Hinckley,Don’t Drop the Ball,https://www.churchofjesuschrist.org/study/general-conference/1994/10/don-t-drop-the-ball
1757,1994,October,General,P,Thomas S. Monson,My Brother’s Keeper,https://www.churchofjesuschrist.org/study/general-conference/1994/10/my-brothers-keeper
1758,1994,October,General,P,Dieter F. Uchtdorf,The Only True and Valid Basis,https://www.churchofjesuschrist.org/study/general-conference/1994/10/the-only-true-and-valid-basis
1759,1994,October,General,P,Richard C. Edgley,That Thy Confidence Wax Strong,https://www.churchofjesuschrist.org/study/general-conference/1994/10/that-thy-confidence-wax-strong
1760,1994,October,General,P,Richard G. Scott,Making the Right Choices,https://www.churchofjesuschrist.org/study/general-conference/1994/10/making-the-right-choices
1761,1994,October,Saturday,A,Neal A. Maxwell,“Brightness of Hope”,https://www.churchofjesuschrist.org/study/general-conference/1994/10/brightness-of-hope
1762,1994,October,Saturday,A,Jeffrey R. Holland,Miracles of the Restoration,https://www.churchofjesuschrist.org/study/general-conference/1994/10/miracles-of-the-restoration
1763,1994,October,Saturday,A,James O. Mason,The Kingdom Progresses in Africa,https://www.churchofjesuschrist.org/study/general-conference/1994/10/the-kingdom-progresses-in-africa
1764,1994,October,Saturday,A,W. Don Ladd,“Make Thee an Ark”,https://www.churchofjesuschrist.org/study/general-conference/1994/10/make-thee-an-ark
1765,1994,October,Saturday,A,Claudio R. M. Costa,Priceless Principles for Success,https://www.churchofjesuschrist.org/study/general-conference/1994/10/priceless-principles-for-success
1766,1994,October,Saturday,A,Hartman Rector Jr.,Endure to the End in Charity,https://www.churchofjesuschrist.org/study/general-conference/1994/10/endure-to-the-end-in-charity
1767,1994,October,Saturday,A,Horacio A. Tenorio,Let Us Build Fortresses,https://www.churchofjesuschrist.org/study/general-conference/1994/10/let-us-build-fortresses
1768,1994,October,Saturday,A,Robert D. Hales,The Importance of Receiving a Personal Testimony,https://www.churchofjesuschrist.org/study/general-conference/1994/10/the-importance-of-receiving-a-personal-testimony
1769,1994,October,Saturday,M,L. Tom Perry,Heed the Prophet’s Voice,https://www.churchofjesuschrist.org/study/general-conference/1994/10/heed-the-prophets-voice
1770,1994,October,Saturday,M,David B. Haight,Solemn Assemblies,https://www.churchofjesuschrist.org/study/general-conference/1994/10/solemn-assemblies
1771,1994,October,Saturday,M,Michaelene P. Grassli,Helping Children Know Truth from Error,https://www.churchofjesuschrist.org/study/general-conference/1994/10/helping-children-know-truth-from-error
1772,1994,October,Saturday,M,Dallin H. Oaks,Worship through Music,https://www.churchofjesuschrist.org/study/general-conference/1994/10/worship-through-music
1773,1994,October,Saturday,M,Howard W. Hunter,“Exceeding Great and Precious Promises”,https://www.churchofjesuschrist.org/study/general-conference/1994/10/exceeding-great-and-precious-promises
1774,1995,April,General,W,Gordon B. Hinckley,The Light within You,https://www.churchofjesuschrist.org/study/general-conference/1995/04/the-light-within-you
1775,1995,April,General,W,Thomas S. Monson,A Time to Choose,https://www.churchofjesuschrist.org/study/general-conference/1995/04/a-time-to-choose
1776,1995,April,General,W,Karen Maxwell,Being Leaders Who Foster Growth,https://www.churchofjesuschrist.org/study/general-conference/1995/04/being-leaders-who-foster-growth
1777,1995,April,General,W,Hilarie Cole,He Will Be There to Help,https://www.churchofjesuschrist.org/study/general-conference/1995/04/he-will-be-there-to-help
1778,1995,April,General,W,Andrea Allen,Trust in the Lord,https://www.churchofjesuschrist.org/study/general-conference/1995/04/trust-in-the-lord
1779,1995,April,General,W,Melanie Eaton,The Reward Is Worth the Effort,https://www.churchofjesuschrist.org/study/general-conference/1995/04/the-reward-is-worth-the-effort
1780,1995,April,General,W,Janette Hales Beckham,“Ye Shall Feast upon This Fruit”,https://www.churchofjesuschrist.org/study/general-conference/1995/04/ye-shall-feast-upon-this-fruit
1781,1995,April,General,W,Bonnie D. Parkin,Fat-Free Feasting,https://www.churchofjesuschrist.org/study/general-conference/1995/04/fat-free-feasting
1782,1995,April,General,W,Virginia H. Pearce,Trying the Word of God,https://www.churchofjesuschrist.org/study/general-conference/1995/04/trying-the-word-of-god
1783,1995,April,Sunday,A,Gordon B. Hinckley,We Have a Work to Do,https://www.churchofjesuschrist.org/study/general-conference/1995/04/we-have-a-work-to-do
1784,1995,April,Sunday,A,Dallin H. Oaks,Apostasy and Restoration,https://www.churchofjesuschrist.org/study/general-conference/1995/04/apostasy-and-restoration
1785,1995,April,Sunday,A,LeGrand R. Curtis,A Table Encircled with Love,https://www.churchofjesuschrist.org/study/general-conference/1995/04/a-table-encircled-with-love
1786,1995,April,Sunday,A,Andrew W. Peterson,Easter Reflections,https://www.churchofjesuschrist.org/study/general-conference/1995/04/easter-reflections
1787,1995,April,Sunday,A,Bonnie D. Parkin,Celebrating Covenants,https://www.churchofjesuschrist.org/study/general-conference/1995/04/celebrating-covenants
1788,1995,April,Sunday,A,Richard G. Scott,Finding Forgiveness,https://www.churchofjesuschrist.org/study/general-conference/1995/04/finding-forgiveness
1789,1995,April,Sunday,A,L. Tom Perry,An Elect Lady,https://www.churchofjesuschrist.org/study/general-conference/1995/04/an-elect-lady
1790,1995,April,Sunday,M,Gordon B. Hinckley,This Is the Work of the Master,https://www.churchofjesuschrist.org/study/general-conference/1995/04/this-is-the-work-of-the-master
1791,1995,April,Sunday,M,Neal A. Maxwell,“Deny Yourselves of All Ungodliness”,https://www.churchofjesuschrist.org/study/general-conference/1995/04/deny-yourselves-of-all-ungodliness
1792,1995,April,Sunday,M,Joe J. Christensen,Marriage and the Great Plan of Happiness,https://www.churchofjesuschrist.org/study/general-conference/1995/04/marriage-and-the-great-plan-of-happiness
1793,1995,April,Sunday,M,James E. Faust,Heirs to the Kingdom of God,https://www.churchofjesuschrist.org/study/general-conference/1995/04/heirs-to-the-kingdom-of-god
1794,1995,April,Sunday,M,Thomas S. Monson,Mercy—The Divine Gift,https://www.churchofjesuschrist.org/study/general-conference/1995/04/mercy-the-divine-gift
1795,1995,April,General,P,Gordon B. Hinckley,This Work Is Concerned with People,https://www.churchofjesuschrist.org/study/general-conference/1995/04/this-work-is-concerned-with-people
1796,1995,April,General,P,Thomas S. Monson,That All May Hear,https://www.churchofjesuschrist.org/study/general-conference/1995/04/that-all-may-hear
1797,1995,April,General,P,James E. Faust,Responsibilities of Shepherds,https://www.churchofjesuschrist.org/study/general-conference/1995/04/responsibilities-of-shepherds
1798,1995,April,General,P,Helvécio Martins,“Watchmen on the Tower”,https://www.churchofjesuschrist.org/study/general-conference/1995/04/watchmen-on-the-tower
1799,1995,April,General,P,Monte J. Brough,Search for Identity,https://www.churchofjesuschrist.org/study/general-conference/1995/04/search-for-identity
1800,1995,April,General,P,Jeffrey R. Holland,Our Priesthood Legacy,https://www.churchofjesuschrist.org/study/general-conference/1995/04/our-priesthood-legacy
1801,1995,April,Saturday,A,David B. Haight,Sustaining a New Prophet,https://www.churchofjesuschrist.org/study/general-conference/1995/04/sustaining-a-new-prophet
1802,1995,April,Saturday,A,Russell M. Nelson,Children of the Covenant,https://www.churchofjesuschrist.org/study/general-conference/1995/04/children-of-the-covenant
1803,1995,April,Saturday,A,Cecil O. Samuelson Jr.,As Jesus Sees Us,https://www.churchofjesuschrist.org/study/general-conference/1995/04/as-jesus-sees-us
1804,1995,April,Saturday,A,Eduardo Ayala,We Have Kept the Faith,https://www.churchofjesuschrist.org/study/general-conference/1995/04/we-have-kept-the-faith
1805,1995,April,Saturday,A,Aileen H. Clyde,Covenant of Love,https://www.churchofjesuschrist.org/study/general-conference/1995/04/covenant-of-love
1806,1995,April,Saturday,A,Henry B. Eyring,“Always Remember Him”,https://www.churchofjesuschrist.org/study/general-conference/1995/04/always-remember-him
1807,1995,April,Saturday,A,M. Russell Ballard,Answers to Life’s Questions,https://www.churchofjesuschrist.org/study/general-conference/1995/04/answers-to-lifes-questions
1808,1995,April,Saturday,M,Joseph B. Wirthlin,Living Water to Quench Spiritual Thirst,https://www.churchofjesuschrist.org/study/general-conference/1995/04/living-water-to-quench-spiritual-thirst
1809,1995,April,Saturday,M,Robert D. Hales,Hear the Prophet’s Voice and Obey,https://www.churchofjesuschrist.org/study/general-conference/1995/04/hear-the-prophets-voice-and-obey
1810,1995,April,Saturday,M,Merrill J. Bateman,The Power to Heal from Within,https://www.churchofjesuschrist.org/study/general-conference/1995/04/the-power-to-heal-from-within
1811,1995,April,Saturday,M,J Ballard Washburn,The Temple Is a Family Affair,https://www.churchofjesuschrist.org/study/general-conference/1995/04/the-temple-is-a-family-affair
1812,1995,April,Saturday,M,Robert K. Dellenbach,The Translation Miracle of the Book of Mormon,https://www.churchofjesuschrist.org/study/general-conference/1995/04/the-translation-miracle-of-the-book-of-mormon
1813,1995,April,Saturday,M,Boyd K. Packer,“The Shield of Faith”,https://www.churchofjesuschrist.org/study/general-conference/1995/04/the-shield-of-faith
1814,1995,October,General,W,Gordon B. Hinckley,Stand Strong against the Wiles of the World,https://www.churchofjesuschrist.org/study/general-conference/1995/10/stand-strong-against-the-wiles-of-the-world
1815,1995,October,General,W,Gordon B. Hinckley,Stand Strong against the Wiles of the World,https://www.churchofjesuschrist.org/study/general-conference/1995/10/stand-strong-against-the-wiles-of-the-world
1816,1995,October,General,W,Aileen H. Clyde,What Is Relief Society For?,https://www.churchofjesuschrist.org/study/general-conference/1995/10/what-is-relief-society-for
1817,1995,October,General,W,Chieko N. Okazaki,A Living Network,https://www.churchofjesuschrist.org/study/general-conference/1995/10/a-living-network
1818,1995,October,General,W,Elaine L. Jack,Relief Society: A Balm in Gilead,https://www.churchofjesuschrist.org/study/general-conference/1995/10/relief-society-a-balm-in-gilead
1819,1995,October,Sunday,A,Gordon B. Hinckley,The Fabric of Faith and Testimony,https://www.churchofjesuschrist.org/study/general-conference/1995/10/the-fabric-of-faith-and-testimony
1820,1995,October,Sunday,A,Russell M. Nelson,Perfection Pending,https://www.churchofjesuschrist.org/study/general-conference/1995/10/perfection-pending
1821,1995,October,Sunday,A,Durrel A. Woolsey,A Strategy for War,https://www.churchofjesuschrist.org/study/general-conference/1995/10/a-strategy-for-war
1822,1995,October,Sunday,A,Hans B. Ringger,"“Lord, to Whom Shall We Go?”",https://www.churchofjesuschrist.org/study/general-conference/1995/10/lord-to-whom-shall-we-go
1823,1995,October,Sunday,A,Anne G. Wirthlin,Touch the Hearts of the Children,https://www.churchofjesuschrist.org/study/general-conference/1995/10/touch-the-hearts-of-the-children
1824,1995,October,Sunday,A,Lynn A. Mickelsen,Eternal Laws of Happiness,https://www.churchofjesuschrist.org/study/general-conference/1995/10/eternal-laws-of-happiness
1825,1995,October,Sunday,A,Joseph B. Wirthlin,Windows of Light and Truth,https://www.churchofjesuschrist.org/study/general-conference/1995/10/windows-of-light-and-truth
1826,1995,October,Sunday,A,David B. Haight,Seek First the Kingdom of God,https://www.churchofjesuschrist.org/study/general-conference/1995/10/seek-first-the-kingdom-of-god
1827,1995,October,Sunday,M,Gordon B. Hinckley,Stay the Course—Keep the Faith,https://www.churchofjesuschrist.org/study/general-conference/1995/10/stay-the-course-keep-the-faith
1828,1995,October,Sunday,M,Jeffrey R. Holland,“This Do in Remembrance of Me”,https://www.churchofjesuschrist.org/study/general-conference/1995/10/this-do-in-remembrance-of-me
1829,1995,October,Sunday,M,Robert E. Wells,Our Message to the World,https://www.churchofjesuschrist.org/study/general-conference/1995/10/our-message-to-the-world
1830,1995,October,Sunday,M,James E. Faust,Priesthood Blessings,https://www.churchofjesuschrist.org/study/general-conference/1995/10/priesthood-blessings
1831,1995,October,Sunday,M,Thomas S. Monson,Patience—A Heavenly Virtue,https://www.churchofjesuschrist.org/study/general-conference/1995/10/patience-a-heavenly-virtue
1832,1995,October,General,P,Gordon B. Hinckley,"Of Missions, Temples, and Stewardship",https://www.churchofjesuschrist.org/study/general-conference/1995/10/of-missions-temples-and-stewardship
1833,1995,October,General,P,Thomas S. Monson,"Who Honors God, God Honors",https://www.churchofjesuschrist.org/study/general-conference/1995/10/who-honors-god-god-honors
1834,1995,October,General,P,James E. Faust,Acting for Ourselves and Not Being Acted Upon,https://www.churchofjesuschrist.org/study/general-conference/1995/10/acting-for-ourselves-and-not-being-acted-upon
1835,1995,October,General,P,H. David Burton,“I Will Go”,https://www.churchofjesuschrist.org/study/general-conference/1995/10/i-will-go
1836,1995,October,General,P,Harold G. Hillam,Sacrifice in the Service,https://www.churchofjesuschrist.org/study/general-conference/1995/10/sacrifice-in-the-service
1837,1995,October,General,P,Henry B. Eyring,To Touch a Life with Faith,https://www.churchofjesuschrist.org/study/general-conference/1995/10/to-touch-a-life-with-faith
1838,1995,October,Saturday,A,L. Tom Perry,“If Ye Are Prepared Ye Shall Not Fear”,https://www.churchofjesuschrist.org/study/general-conference/1995/10/if-ye-are-prepared-ye-shall-not-fear
1839,1995,October,Saturday,A,Robert D. Hales,Blessings of the Priesthood,https://www.churchofjesuschrist.org/study/general-conference/1995/10/blessings-of-the-priesthood
1840,1995,October,Saturday,A,Ted E. Brewerton,The Book of Mormon: A Sacred Ancient Record,https://www.churchofjesuschrist.org/study/general-conference/1995/10/the-book-of-mormon-a-sacred-ancient-record
1841,1995,October,Saturday,A,Loren C. Dunn,Witnesses,https://www.churchofjesuschrist.org/study/general-conference/1995/10/witnesses
1842,1995,October,Saturday,A,Dallin H. Oaks,Powerful Ideas,https://www.churchofjesuschrist.org/study/general-conference/1995/10/powerful-ideas
1843,1995,October,Saturday,A,Neal A. Maxwell,“Swallowed Up in the Will of the Father”,https://www.churchofjesuschrist.org/study/general-conference/1995/10/swallowed-up-in-the-will-of-the-father
1844,1995,October,Saturday,M,Boyd K. Packer,The Brilliant Morning of Forgiveness,https://www.churchofjesuschrist.org/study/general-conference/1995/10/the-brilliant-morning-of-forgiveness
1845,1995,October,Saturday,M,Richard G. Scott,Trust in the Lord,https://www.churchofjesuschrist.org/study/general-conference/1995/10/trust-in-the-lord
1846,1995,October,Saturday,M,Bruce D. Porter,Redeemer of Israel,https://www.churchofjesuschrist.org/study/general-conference/1995/10/redeemer-of-israel
1847,1995,October,Saturday,M,W. Craig Zwick,Encircled in the Savior’s Love,https://www.churchofjesuschrist.org/study/general-conference/1995/10/encircled-in-the-saviors-love
1848,1995,October,Saturday,M,Janette Hales Beckham,The Power of Goodness,https://www.churchofjesuschrist.org/study/general-conference/1995/10/the-power-of-goodness
1849,1995,October,Saturday,M,Jack H Goaslind Jr.,Spiritual Mountaintops,https://www.churchofjesuschrist.org/study/general-conference/1995/10/spiritual-mountaintops
1850,1995,October,Saturday,M,M. Russell Ballard,Hyrum Smith: “Firm As the Pillars of Heaven”,https://www.churchofjesuschrist.org/study/general-conference/1995/10/hyrum-smith-firm-as-the-pillars-of-heaven
1851,1995,October,Saturday,M,Gordon B. Hinckley,As We Gather Together,https://www.churchofjesuschrist.org/study/general-conference/1995/10/as-we-gather-together
1852,1996,April,General,W,Gordon B. Hinckley,Stand True and Faithful,https://www.churchofjesuschrist.org/study/general-conference/1996/04/stand-true-and-faithful
1853,1996,April,General,W,Bonnie D. Parkin,An Anchor for Eternity—and Today,https://www.churchofjesuschrist.org/study/general-conference/1996/04/an-anchor-for-eternity-and-today
1854,1996,April,General,W,Anne Prescott,He Has Given Me a Prophet,https://www.churchofjesuschrist.org/study/general-conference/1996/04/he-has-given-me-a-prophet
1855,1996,April,General,W,Kirstin Boyer,My Prayers Were Answered,https://www.churchofjesuschrist.org/study/general-conference/1996/04/my-prayers-were-answered
1856,1996,April,General,W,Anne Marie Rose,Facing Trials with Optimism,https://www.churchofjesuschrist.org/study/general-conference/1996/04/facing-trials-with-optimism
1857,1996,April,General,W,Virginia H. Pearce,Listening with New Ears,https://www.churchofjesuschrist.org/study/general-conference/1996/04/listening-with-new-ears
1858,1996,April,General,W,Janette Hales Beckham,Sustaining the Living Prophets,https://www.churchofjesuschrist.org/study/general-conference/1996/04/sustaining-the-living-prophets
1859,1996,April,Sunday,A,Gordon B. Hinckley,"“Remember … Thy Church, O Lord”",https://www.churchofjesuschrist.org/study/general-conference/1996/04/remember-thy-church-o-lord
1860,1996,April,Sunday,A,M. Russell Ballard,Feasting at the Lord’s Table,https://www.churchofjesuschrist.org/study/general-conference/1996/04/feasting-at-the-lords-table
1861,1996,April,Sunday,A,Susan L. Warner,Remember How Thou Hast Received and Heard,https://www.churchofjesuschrist.org/study/general-conference/1996/04/remember-how-thou-hast-received-and-heard
1862,1996,April,Sunday,A,Rulon G. Craven,Temptation,https://www.churchofjesuschrist.org/study/general-conference/1996/04/temptation
1863,1996,April,Sunday,A,W. Mack Lawrence,Conversion and Commitment,https://www.churchofjesuschrist.org/study/general-conference/1996/04/conversion-and-commitment
1864,1996,April,Sunday,A,Dallin H. Oaks,"Joseph, the Man and the Prophet",https://www.churchofjesuschrist.org/study/general-conference/1996/04/joseph-the-man-and-the-prophet
1865,1996,April,Sunday,A,Neal A. Maxwell,“Becometh As a Child”,https://www.churchofjesuschrist.org/study/general-conference/1996/04/becometh-as-a-child
1866,1996,April,Sunday,M,Gordon B. Hinckley,This Glorious Easter Morn,https://www.churchofjesuschrist.org/study/general-conference/1996/04/this-glorious-easter-morn
1867,1996,April,Sunday,M,Henry B. Eyring,A Legacy of Testimony,https://www.churchofjesuschrist.org/study/general-conference/1996/04/a-legacy-of-testimony
1868,1996,April,Sunday,M,Carlos E. Asay,Stay on the True Course,https://www.churchofjesuschrist.org/study/general-conference/1996/04/stay-on-the-true-course
1869,1996,April,Sunday,M,L. Tom Perry,Sacrament of the Lord’s Supper,https://www.churchofjesuschrist.org/study/general-conference/1996/04/sacrament-of-the-lords-supper
1870,1996,April,Sunday,M,Thomas S. Monson,The Way of the Master,https://www.churchofjesuschrist.org/study/general-conference/1996/04/the-way-of-the-master
1871,1996,April,General,P,Gordon B. Hinckley,“Be Ye Clean”,https://www.churchofjesuschrist.org/study/general-conference/1996/04/be-ye-clean
1872,1996,April,General,P,Thomas S. Monson,Duty Calls,https://www.churchofjesuschrist.org/study/general-conference/1996/04/duty-calls
1873,1996,April,General,P,James E. Faust,What I Want My Son to Know before He Leaves on His Mission,https://www.churchofjesuschrist.org/study/general-conference/1996/04/what-i-want-my-son-to-know-before-he-leaves-on-his-mission
1874,1996,April,General,P,W. Eugene Hansen,Spiritual Shepherds,https://www.churchofjesuschrist.org/study/general-conference/1996/04/spiritual-shepherds
1875,1996,April,General,P,Robert D. Hales,"“If Thou Wilt Enter into Life, Keep the Commandments”",https://www.churchofjesuschrist.org/study/general-conference/1996/04/if-thou-wilt-enter-into-life-keep-the-commandments
1876,1996,April,Saturday,A,Joseph B. Wirthlin,Faith of Our Fathers,https://www.churchofjesuschrist.org/study/general-conference/1996/04/faith-of-our-fathers
1877,1996,April,Saturday,A,Jeffrey R. Holland,A Handful of Meal and a Little Oil,https://www.churchofjesuschrist.org/study/general-conference/1996/04/a-handful-of-meal-and-a-little-oil
1878,1996,April,Saturday,A,F. Burton Howard,Commitment,https://www.churchofjesuschrist.org/study/general-conference/1996/04/commitment
1879,1996,April,Saturday,A,Richard G. Scott,Finding Joy in Life,https://www.churchofjesuschrist.org/study/general-conference/1996/04/finding-joy-in-life
1880,1996,April,Saturday,A,David B. Haight,This Work Is True,https://www.churchofjesuschrist.org/study/general-conference/1996/04/this-work-is-true
1881,1996,April,Saturday,M,Boyd K. Packer,The Word of Wisdom: The Principle and the Promises,https://www.churchofjesuschrist.org/study/general-conference/1996/04/the-word-of-wisdom-the-principle-and-the-promises
1882,1996,April,Saturday,M,Russell M. Nelson,“Thou Shalt Have No Other Gods”,https://www.churchofjesuschrist.org/study/general-conference/1996/04/thou-shalt-have-no-other-gods
1883,1996,April,Saturday,M,Chieko N. Okazaki,Baskets and Bottles,https://www.churchofjesuschrist.org/study/general-conference/1996/04/baskets-and-bottles
1884,1996,April,Saturday,M,Earl C. Tingey,The Sabbath Day and Sunday Shopping,https://www.churchofjesuschrist.org/study/general-conference/1996/04/the-sabbath-day-and-sunday-shopping
1885,1996,April,Saturday,M,Keith B. McMullin,“Ye May Know”,https://www.churchofjesuschrist.org/study/general-conference/1996/04/ye-may-know
1886,1996,April,Saturday,M,James E. Faust,The Prophetic Voice,https://www.churchofjesuschrist.org/study/general-conference/1996/04/the-prophetic-voice
1887,1996,October,General,W,James E. Faust,The Grand Key-Words for the Relief Society,https://www.churchofjesuschrist.org/study/general-conference/1996/10/the-grand-key-words-for-the-relief-society
1888,1996,October,General,W,Elaine L. Jack,Strengthened in Charity,https://www.churchofjesuschrist.org/study/general-conference/1996/10/strengthened-in-charity
1889,1996,October,General,W,Chieko N. Okazaki,Raised in Hope,https://www.churchofjesuschrist.org/study/general-conference/1996/10/raised-in-hope
1890,1996,October,General,W,Aileen H. Clyde,Confirmed in Faith,https://www.churchofjesuschrist.org/study/general-conference/1996/10/confirmed-in-faith
1891,1996,October,Sunday,A,Gordon B. Hinckley,“Reach with a Rescuing Hand”,https://www.churchofjesuschrist.org/study/general-conference/1996/10/reach-with-a-rescuing-hand
1892,1996,October,Sunday,A,Jeffrey R. Holland,“The Peaceable Things of the Kingdom”,https://www.churchofjesuschrist.org/study/general-conference/1996/10/the-peaceable-things-of-the-kingdom
1893,1996,October,Sunday,A,W. Rolfe Kerr,“Behold Your Little Ones”,https://www.churchofjesuschrist.org/study/general-conference/1996/10/behold-your-little-ones
1894,1996,October,Sunday,A,Francisco J. Viñas,Listening to the Voice of the Lord,https://www.churchofjesuschrist.org/study/general-conference/1996/10/listening-to-the-voice-of-the-lord
1895,1996,October,Sunday,A,Elaine L. Jack,“Partakers of the Glories”,https://www.churchofjesuschrist.org/study/general-conference/1996/10/partakers-of-the-glories
1896,1996,October,Sunday,A,Richard G. Scott,The Joy of Living the Great Plan of Happiness,https://www.churchofjesuschrist.org/study/general-conference/1996/10/the-joy-of-living-the-great-plan-of-happiness
1897,1996,October,Sunday,A,Joseph B. Wirthlin,Christians in Belief and Action,https://www.churchofjesuschrist.org/study/general-conference/1996/10/christians-in-belief-and-action
1898,1996,October,Sunday,M,Gordon B. Hinckley,Women of the Church,https://www.churchofjesuschrist.org/study/general-conference/1996/10/women-of-the-church
1899,1996,October,Sunday,M,Robert D. Hales,The Eternal Family,https://www.churchofjesuschrist.org/study/general-conference/1996/10/the-eternal-family
1900,1996,October,Sunday,M,Richard C. Edgley,“We Care Enough to Send Our Very Best”,https://www.churchofjesuschrist.org/study/general-conference/1996/10/we-care-enough-to-send-our-very-best
1901,1996,October,Sunday,M,Dallin H. Oaks,“Always Have His Spirit”,https://www.churchofjesuschrist.org/study/general-conference/1996/10/always-have-his-spirit
1902,1996,October,Sunday,M,James E. Faust,"“Woman, Why Weepest Thou?”",https://www.churchofjesuschrist.org/study/general-conference/1996/10/woman-why-weepest-thou
