id,year,month,day,session,speaker,title,hyperlink
1,1971,April,Tuesday,A,Joseph Fielding Smith,A Witness and a Blessing,https://www.churchofjesuschrist.org/study/general-conference/1971/04/a-witness-and-a-blessing
2,1971,April,Tuesday,A,Henry D. Taylor,Man Cannot Endure on Borrowed Light,https://www.churchofjesuschrist.org/study/general-conference/1971/04/man-cannot-endure-on-borrowed-light
3,1971,April,Tuesday,A,William H. Bennett,Help Needed in the Shaded Areas,https://www.churchofjesuschrist.org/study/general-conference/1971/04/help-needed-in-the-shaded-areas
4,1971,April,Tuesday,A,Delbert L. Stapley,Honesty and Integrity,https://www.churchofjesuschrist.org/study/general-conference/1971/04/honesty-and-integrity
5,1971,April,Tuesday,A,Paul H. Dunn,Young People—Learn Wisdom in Thy Youth,https://www.churchofjesuschrist.org/study/general-conference/1971/04/young-people-learn-wisdom-in-thy-youth
6,1971,April,Tuesday,A,Eldred G. Smith,All May Share in Adam’s Blessing,https://www.churchofjesuschrist.org/study/general-conference/1971/04/all-may-share-in-adams-blessing
7,1971,April,Tuesday,A,LeGrand Richards,In the Mountain of the Lord’s House,https://www.churchofjesuschrist.org/study/general-conference/1971/04/in-the-mountain-of-the-lords-house
8,1971,April,Tuesday,M,Thomas S. Monson,Lost Battalions,https://www.churchofjesuschrist.org/study/general-conference/1971/04/lost-battalions
9,1971,April,Tuesday,M,James A. Cullimore,Marriage Is Intended to Be Forever,https://www.churchofjesuschrist.org/study/general-conference/1971/04/marriage-is-intended-to-be-forever
10,1971,April,Tuesday,M,Marion D. Hanks,Practicing What We Preach,https://www.churchofjesuschrist.org/study/general-conference/1971/04/practicing-what-we-preach
11,1971,April,Tuesday,M,Alvin R. Dyer,Ye Shall Not Fear,https://www.churchofjesuschrist.org/study/general-conference/1971/04/ye-shall-not-fear
12,1971,April,Tuesday,M,Boyd K. Packer,“The Spirit Beareth Record”,https://www.churchofjesuschrist.org/study/general-conference/1971/04/the-spirit-beareth-record
13,1971,April,Sunday,A,Bernard P. Brockbank,Love of God,https://www.churchofjesuschrist.org/study/general-conference/1971/04/love-of-god
14,1971,April,Sunday,A,Theodore M. Burton,Kingdom of God,https://www.churchofjesuschrist.org/study/general-conference/1971/04/kingdom-of-god
15,1971,April,Sunday,A,Loren C. Dunn,Drink of the Pure Water,https://www.churchofjesuschrist.org/study/general-conference/1971/04/drink-of-the-pure-water
16,1971,April,Sunday,A,Hartman Rector Jr.,Ignorance Is Expensive,https://www.churchofjesuschrist.org/study/general-conference/1971/04/ignorance-is-expensive
17,1971,April,Sunday,A,Bruce R. McConkie,The Lord’s People Receive Revelation,https://www.churchofjesuschrist.org/study/general-conference/1971/04/the-lords-people-receive-revelation
18,1971,April,Sunday,A,Joseph Anderson,Eternal Joy Is Eternal Growth,https://www.churchofjesuschrist.org/study/general-conference/1971/04/eternal-joy-is-eternal-growth
19,1971,April,Sunday,A,Harold B. Lee,The Iron Rod,https://www.churchofjesuschrist.org/study/general-conference/1971/04/the-iron-rod
20,1971,April,Sunday,M,Richard L. Evans,Where Are You Really Going?,https://www.churchofjesuschrist.org/study/general-conference/1971/04/where-are-you-really-going
21,1971,April,Sunday,M,Gordon B. Hinckley,“Except the Lord Build the House …”,https://www.churchofjesuschrist.org/study/general-conference/1971/04/except-the-lord-build-the-house
22,1971,April,Sunday,M,A. Theodore Tuttle,The Message of the Restoration,https://www.churchofjesuschrist.org/study/general-conference/1971/04/the-message-of-the-restoration
23,1971,April,Sunday,M,John H. Vandenberg,My Brother’s Keeper,https://www.churchofjesuschrist.org/study/general-conference/1971/04/my-brothers-keeper
24,1971,April,Sunday,M,N. Eldon Tanner,“Choose You This Day”,https://www.churchofjesuschrist.org/study/general-conference/1971/04/choose-you-this-day
25,1971,April,General,P,Harold B. Lee,Today’s Young People,https://www.churchofjesuschrist.org/study/general-conference/1971/04/todays-young-people
26,1971,April,General,P,N. Eldon Tanner,Search for the Wanderers,https://www.churchofjesuschrist.org/study/general-conference/1971/04/search-for-the-wanderers
27,1971,April,General,P,Wendell J. Ashton,Unchanging Principles of Leadership,https://www.churchofjesuschrist.org/study/general-conference/1971/04/unchanging-principles-of-leadership
28,1971,April,General,P,Victor L. Brown,The Meaning of Morality,https://www.churchofjesuschrist.org/study/general-conference/1971/04/the-meaning-of-morality
29,1971,April,General,P,David B. Haight,“Teach One Another”,https://www.churchofjesuschrist.org/study/general-conference/1971/04/teach-one-another
30,1971,April,General,P,Howard W. Hunter,Prepare Every Needful Thing,https://www.churchofjesuschrist.org/study/general-conference/1971/04/prepare-every-needful-thing
31,1971,April,General,P,Joseph Fielding Smith,Our Responsibilities as Priesthood Holders,https://www.churchofjesuschrist.org/study/general-conference/1971/04/our-responsibilities-as-priesthood-holders
32,1971,April,Saturday,A,Mark E. Petersen,Warnings from the Past,https://www.churchofjesuschrist.org/study/general-conference/1971/04/warnings-from-the-past
33,1971,April,Saturday,A,Franklin D. Richards,The Law of Abundance,https://www.churchofjesuschrist.org/study/general-conference/1971/04/the-law-of-abundance
34,1971,April,Saturday,A,Sterling W. Sill,Great Experiences,https://www.churchofjesuschrist.org/study/general-conference/1971/04/great-experiences
35,1971,April,Saturday,A,Milton R. Hunter,“Thou Shalt Not Commit Adultery”,https://www.churchofjesuschrist.org/study/general-conference/1971/04/thou-shalt-not-commit-adultery
36,1971,April,Saturday,A,S. Dilworth Young,“When Thou Art Converted”,https://www.churchofjesuschrist.org/study/general-conference/1971/04/when-thou-art-converted
37,1971,April,Saturday,A,ElRay L. Christiansen,Be Slow to Anger,https://www.churchofjesuschrist.org/study/general-conference/1971/04/be-slow-to-anger
38,1971,April,Saturday,A,Marion G. Romney,Satan—The Great Deceiver,https://www.churchofjesuschrist.org/study/general-conference/1971/04/satan-the-great-deceiver
39,1971,April,Saturday,M,Ezra Taft Benson,Life Is Eternal,https://www.churchofjesuschrist.org/study/general-conference/1971/04/life-is-eternal
40,1971,April,Saturday,M,Marvin J. Ashton,Love of the Right,https://www.churchofjesuschrist.org/study/general-conference/1971/04/love-of-the-right
41,1971,April,Saturday,M,Spencer W. Kimball,"Voices of the Past, of the Present, of the Future",https://www.churchofjesuschrist.org/study/general-conference/1971/04/voices-of-the-past-of-the-present-of-the-future
42,1971,April,Saturday,M,Joseph Fielding Smith,Out of the Darkness,https://www.churchofjesuschrist.org/study/general-conference/1971/04/out-of-the-darkness
43,1971,October,Sunday,A,Joseph Fielding Smith,Let the Spirit of Oneness Prevail,https://www.churchofjesuschrist.org/study/general-conference/1971/10/let-the-spirit-of-oneness-prevail
44,1971,October,Sunday,A,Hugh B. Brown,This Same Jesus,https://www.churchofjesuschrist.org/study/general-conference/1971/10/this-same-jesus
45,1971,October,Sunday,A,Thomas S. Monson,With Hand and Heart,https://www.churchofjesuschrist.org/study/general-conference/1971/10/with-hand-and-heart
46,1971,October,Sunday,A,Bruce R. McConkie,How to Worship,https://www.churchofjesuschrist.org/study/general-conference/1971/10/how-to-worship
47,1971,October,Sunday,A,Joseph Anderson,The Living Christ,https://www.churchofjesuschrist.org/study/general-conference/1971/10/the-living-christ
48,1971,October,Sunday,A,Gordon B. Hinckley,“If Ye Be Willing and Obedient”,https://www.churchofjesuschrist.org/study/general-conference/1971/10/if-ye-be-willing-and-obedient
49,1971,October,Sunday,M,Spencer W. Kimball,Glimpses of Heaven,https://www.churchofjesuschrist.org/study/general-conference/1971/10/glimpses-of-heaven
50,1971,October,Sunday,M,Alvin R. Dyer,The Nobility of Man in Choosing Good over Evil,https://www.churchofjesuschrist.org/study/general-conference/1971/10/the-nobility-of-man-in-choosing-good-over-evil
51,1971,October,Sunday,M,Paul H. Dunn,What Is a Teacher?,https://www.churchofjesuschrist.org/study/general-conference/1971/10/what-is-a-teacher
52,1971,October,Sunday,M,John H. Vandenberg,“Turn Heavenward Our Eyes”,https://www.churchofjesuschrist.org/study/general-conference/1971/10/turn-heavenward-our-eyes
53,1971,October,Sunday,M,N. Eldon Tanner,“Where Art Thou?”,https://www.churchofjesuschrist.org/study/general-conference/1971/10/where-art-thou
54,1971,October,General,P,Harold B. Lee,Responsibilities of the Priesthood,https://www.churchofjesuschrist.org/study/general-conference/1971/10/responsibilities-of-the-priesthood
55,1971,October,General,P,N. Eldon Tanner,Continuity of Service,https://www.churchofjesuschrist.org/study/general-conference/1971/10/continuity-of-service
56,1971,October,General,P,Dallin H. Oaks,Strive for Excellence,https://www.churchofjesuschrist.org/study/general-conference/1971/10/strive-for-excellence
57,1971,October,General,P,James O. Mason,A New Health Missionary Program,https://www.churchofjesuschrist.org/study/general-conference/1971/10/a-new-health-missionary-program
58,1971,October,General,P,Marion D. Hanks,Love Unconditional,https://www.churchofjesuschrist.org/study/general-conference/1971/10/love-unconditional
59,1971,October,General,P,Robert L. Simpson,“Strengthen Thy Brethren”,https://www.churchofjesuschrist.org/study/general-conference/1971/10/strengthen-thy-brethren
60,1971,October,General,P,Marvin J. Ashton,You Can Get There from Here,https://www.churchofjesuschrist.org/study/general-conference/1971/10/you-can-get-there-from-here
61,1971,October,General,P,Joseph Fielding Smith,Blessings of the Priesthood,https://www.churchofjesuschrist.org/study/general-conference/1971/10/blessings-of-the-priesthood
62,1971,October,Saturday,A,Delbert L. Stapley,Our Responsibility: To Save the World,https://www.churchofjesuschrist.org/study/general-conference/1971/10/our-responsibility-to-save-the-world
63,1971,October,Saturday,A,Sterling W. Sill,Thou Shalt Not,https://www.churchofjesuschrist.org/study/general-conference/1971/10/thou-shalt-not
64,1971,October,Saturday,A,A. Theodore Tuttle,The Things That Matter Most,https://www.churchofjesuschrist.org/study/general-conference/1971/10/the-things-that-matter-most
65,1971,October,Saturday,A,Victor L. Brown,"“I Was in Prison, and Ye Came unto Me”",https://www.churchofjesuschrist.org/study/general-conference/1971/10/i-was-in-prison-and-ye-came-unto-me
66,1971,October,Saturday,A,James A. Cullimore,Confession and Forsaking: Elements of Genuine Repentance,https://www.churchofjesuschrist.org/study/general-conference/1971/10/confession-and-forsaking-elements-of-genuine-repentance
67,1971,October,Saturday,A,LeGrand Richards,Laying a Foundation for the Millennium,https://www.churchofjesuschrist.org/study/general-conference/1971/10/laying-a-foundation-for-the-millennium
68,1971,October,Saturday,M,Theodore M. Burton,“Thus Saith the Lord”,https://www.churchofjesuschrist.org/study/general-conference/1971/10/thus-saith-the-lord
69,1971,October,Saturday,M,Marion G. Romney,“The Light Shineth”,https://www.churchofjesuschrist.org/study/general-conference/1971/10/the-light-shineth
70,1971,October,Saturday,M,Mark E. Petersen,"Honesty, a Principle of Salvation",https://www.churchofjesuschrist.org/study/general-conference/1971/10/honesty-a-principle-of-salvation
71,1971,October,Saturday,M,Harold B. Lee,"“Watch, That Ye May Be Ready”",https://www.churchofjesuschrist.org/study/general-conference/1971/10/watch-that-ye-may-be-ready
72,1971,October,Friday,A,Howard W. Hunter,Elijah the Prophet,https://www.churchofjesuschrist.org/study/general-conference/1971/10/elijah-the-prophet
73,1971,October,Friday,A,Milton R. Hunter,The Vitality of Love,https://www.churchofjesuschrist.org/study/general-conference/1971/10/the-vitality-of-love
74,1971,October,Friday,A,S. Dilworth Young,"“By Love, Serve One Another”",https://www.churchofjesuschrist.org/study/general-conference/1971/10/by-love-serve-one-another
75,1971,October,Friday,A,Hartman Rector Jr.,Sacrifice Still Brings Forth Blessings,https://www.churchofjesuschrist.org/study/general-conference/1971/10/sacrifice-still-brings-forth-blessings
76,1971,October,Friday,A,Bernard P. Brockbank,The Ten Commandments,https://www.churchofjesuschrist.org/study/general-conference/1971/10/the-ten-commandments
77,1971,October,Friday,A,ElRay L. Christiansen,The Sifting,https://www.churchofjesuschrist.org/study/general-conference/1971/10/the-sifting
78,1971,October,Friday,A,Richard L. Evans,Should the Commandments Be Rewritten?,https://www.churchofjesuschrist.org/study/general-conference/1971/10/should-the-commandments-be-rewritten
79,1971,October,Friday,M,Ezra Taft Benson,Satan’s Thrust—Youth,https://www.churchofjesuschrist.org/study/general-conference/1971/10/satans-thrust-youth
80,1971,October,Friday,M,Franklin D. Richards,The Purpose of Life: To Be Proved,https://www.churchofjesuschrist.org/study/general-conference/1971/10/the-purpose-of-life-to-be-proved
81,1971,October,Friday,M,Loren C. Dunn,“This Is My Beloved Son”,https://www.churchofjesuschrist.org/study/general-conference/1971/10/this-is-my-beloved-son
82,1971,October,Friday,M,Eldred G. Smith,Decisions,https://www.churchofjesuschrist.org/study/general-conference/1971/10/decisions
83,1971,October,Friday,M,Henry D. Taylor,A Time of Testing,https://www.churchofjesuschrist.org/study/general-conference/1971/10/a-time-of-testing
84,1971,October,Friday,M,Boyd K. Packer,The Only True and Living Church,https://www.churchofjesuschrist.org/study/general-conference/1971/10/the-only-true-and-living-church
85,1971,October,Friday,M,Joseph Fielding Smith,“I Know That My Redeemer Liveth”,https://www.churchofjesuschrist.org/study/general-conference/1971/10/i-know-that-my-redeemer-liveth
86,1972,April,Sunday,A,Joseph Fielding Smith,A Prophet’s Blessing,https://www.churchofjesuschrist.org/study/general-conference/1972/04/a-prophets-blessing
87,1972,April,Sunday,A,John H. Vandenberg,Whence Cometh Our Peace?,https://www.churchofjesuschrist.org/study/general-conference/1972/04/whence-cometh-our-peace
88,1972,April,Sunday,A,Sterling W. Sill,Medicine for the Soul,https://www.churchofjesuschrist.org/study/general-conference/1972/04/medicine-for-the-soul
89,1972,April,Sunday,A,Bernard P. Brockbank,Knowing God,https://www.churchofjesuschrist.org/study/general-conference/1972/04/knowing-god
90,1972,April,Sunday,A,A. Theodore Tuttle,Priesthood—Its Power and Vitality,https://www.churchofjesuschrist.org/study/general-conference/1972/04/priesthood-its-power-and-vitality
91,1972,April,Sunday,A,Eldred G. Smith,Peace,https://www.churchofjesuschrist.org/study/general-conference/1972/04/peace
92,1972,April,Sunday,A,LeGrand Richards,The True Church,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-true-church
93,1972,April,Sunday,M,Boyd K. Packer,Why Stay Morally Clean,https://www.churchofjesuschrist.org/study/general-conference/1972/04/why-stay-morally-clean
94,1972,April,Sunday,M,Bruce R. McConkie,The Testimony of Jesus,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-testimony-of-jesus
95,1972,April,Sunday,M,David B. Haight,A Foundation Whereon Men Cannot Fall,https://www.churchofjesuschrist.org/study/general-conference/1972/04/a-foundation-whereon-men-cannot-fall
96,1972,April,Sunday,M,Marion D. Hanks,Joy through Christ,https://www.churchofjesuschrist.org/study/general-conference/1972/04/joy-through-christ
97,1972,April,Sunday,M,Harold B. Lee,A Time of Decision,https://www.churchofjesuschrist.org/study/general-conference/1972/04/a-time-of-decision
98,1972,April,General,P,Harold B. Lee,The Strength of the Priesthood,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-strength-of-the-priesthood
99,1972,April,General,P,N. Eldon Tanner,The Priesthood: A Royal Army,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-priesthood-a-royal-army
100,1972,April,General,P,Marion G. Romney,The Covenant of the Priesthood,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-covenant-of-the-priesthood
101,1972,April,General,P,Paul H. Dunn,"Know Thyself, Control Thyself, Give Thyself",https://www.churchofjesuschrist.org/study/general-conference/1972/04/know-thyself-control-thyself-give-thyself
102,1972,April,General,P,J. Thomas Fyans,The Fullness of the Gospel in Each Man’s Language,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-fullness-of-the-gospel-in-each-mans-language
103,1972,April,General,P,Victor L. Brown,The Aaronic Priesthood—A Sure Foundation,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-aaronic-priesthood-a-sure-foundation
104,1972,April,General,P,Joseph Fielding Smith,Eternal Keys and the Right to Preside,https://www.churchofjesuschrist.org/study/general-conference/1972/04/eternal-keys-and-the-right-to-preside
105,1972,April,Saturday,A,Hugh B. Brown,A Missionary and His Message,https://www.churchofjesuschrist.org/study/general-conference/1972/04/a-missionary-and-his-message
106,1972,April,Saturday,A,Howard W. Hunter,A Teacher,https://www.churchofjesuschrist.org/study/general-conference/1972/04/a-teacher
107,1972,April,Saturday,A,William H. Bennett,Be a Missionary—Always—Everywhere You Go!,https://www.churchofjesuschrist.org/study/general-conference/1972/04/be-a-missionary-always-everywhere-you-go
108,1972,April,Saturday,A,Joseph Anderson,Man’s Eternal Horizon,https://www.churchofjesuschrist.org/study/general-conference/1972/04/mans-eternal-horizon
109,1972,April,Saturday,A,Theodore M. Burton,Salvation and Exaltation,https://www.churchofjesuschrist.org/study/general-conference/1972/04/salvation-and-exaltation
110,1972,April,Saturday,A,S. Dilworth Young,Missionary Training Begins Early,https://www.churchofjesuschrist.org/study/general-conference/1972/04/missionary-training-begins-early
111,1972,April,Saturday,A,Henry D. Taylor,Am I My Brother’s Keeper?,https://www.churchofjesuschrist.org/study/general-conference/1972/04/am-i-my-brothers-keeper
112,1972,April,Saturday,A,Gordon B. Hinckley,"What Will the Church Do for You, a Man?",https://www.churchofjesuschrist.org/study/general-conference/1972/04/what-will-the-church-do-for-you-a-man
113,1972,April,Saturday,M,Thomas S. Monson,“Finishers Wanted”,https://www.churchofjesuschrist.org/study/general-conference/1972/04/finishers-wanted
114,1972,April,Saturday,M,Franklin D. Richards,The Importance of Prayer,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-importance-of-prayer
115,1972,April,Saturday,M,Hartman Rector Jr.,Our Witness to the World,https://www.churchofjesuschrist.org/study/general-conference/1972/04/our-witness-to-the-world
116,1972,April,Saturday,M,Marvin J. Ashton,What Is Your Destination?,https://www.churchofjesuschrist.org/study/general-conference/1972/04/what-is-your-destination
117,1972,April,Saturday,M,N. Eldon Tanner,"“Judge Not, That Ye Be Not Judged”",https://www.churchofjesuschrist.org/study/general-conference/1972/04/judge-not-that-ye-be-not-judged
118,1972,April,Thursday,A,Ezra Taft Benson,Civic Standards for the Faithful Saints,https://www.churchofjesuschrist.org/study/general-conference/1972/04/civic-standards-for-the-faithful-saints
119,1972,April,Thursday,A,James A. Cullimore,The Importance of a Personal Testimony,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-importance-of-a-personal-testimony
120,1972,April,Thursday,A,ElRay L. Christiansen,Successful Parenthood—A Noteworthy Accomplishment,https://www.churchofjesuschrist.org/study/general-conference/1972/04/successful-parenthood-a-noteworthy-accomplishment
121,1972,April,Thursday,A,Alvin R. Dyer,The Last Dispensation,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-last-dispensation
122,1972,April,Thursday,A,Milton R. Hunter,The Miracle of Missionary Work,https://www.churchofjesuschrist.org/study/general-conference/1972/04/the-miracle-of-missionary-work
123,1972,April,Thursday,A,Robert L. Simpson,Courts of Love,https://www.churchofjesuschrist.org/study/general-conference/1972/04/courts-of-love
124,1972,April,Thursday,M,Spencer W. Kimball,Keep the Lines of Communication Strong,https://www.churchofjesuschrist.org/study/general-conference/1972/04/keep-the-lines-of-communication-strong
125,1972,April,Thursday,M,H. Burke Peterson,Setting the Example in the Home,https://www.churchofjesuschrist.org/study/general-conference/1972/04/setting-the-example-in-the-home
126,1972,April,Thursday,M,Vaughn J. Featherstone,A Challenge to the Priesthood,https://www.churchofjesuschrist.org/study/general-conference/1972/04/a-challenge-to-the-priesthood
127,1972,April,Thursday,M,Loren C. Dunn,We Are Called of God,https://www.churchofjesuschrist.org/study/general-conference/1972/04/we-are-called-of-god
128,1972,April,Thursday,M,Mark E. Petersen,A People of Sound Judgment,https://www.churchofjesuschrist.org/study/general-conference/1972/04/a-people-of-sound-judgment
129,1972,April,Thursday,M,Joseph Fielding Smith,Counsel to the Saints and to the World,https://www.churchofjesuschrist.org/study/general-conference/1972/04/counsel-to-the-saints-and-to-the-world
130,1972,October,Sunday,A,Harold B. Lee,A Blessing for the Saints,https://www.churchofjesuschrist.org/study/general-conference/1972/10/a-blessing-for-the-saints
131,1972,October,Sunday,A,L. Tom Perry,Three Pledges,https://www.churchofjesuschrist.org/study/general-conference/1972/10/three-pledges
132,1972,October,Sunday,A,Rex D. Pinegar,“An Instrument in the Hands of the Lord”,https://www.churchofjesuschrist.org/study/general-conference/1972/10/an-instrument-in-the-hands-of-the-lord
133,1972,October,Sunday,A,Hartman Rector Jr.,Live above the Law to Be Free,https://www.churchofjesuschrist.org/study/general-conference/1972/10/live-above-the-law-to-be-free
134,1972,October,Sunday,A,Marion D. Hanks,Every Man in His Own Place,https://www.churchofjesuschrist.org/study/general-conference/1972/10/every-man-in-his-own-place
135,1972,October,Sunday,A,James A. Cullimore,Home Teachers—Watchmen over the Church,https://www.churchofjesuschrist.org/study/general-conference/1972/10/home-teachers-watchmen-over-the-church
136,1972,October,Sunday,A,S. Dilworth Young,“Having Been Born of Goodly Parents”,https://www.churchofjesuschrist.org/study/general-conference/1972/10/having-been-born-of-goodly-parents
137,1972,October,Sunday,A,Thomas S. Monson,Hands,https://www.churchofjesuschrist.org/study/general-conference/1972/10/hands
138,1972,October,Sunday,M,Mark E. Petersen,Another Prophet Now Has Come!,https://www.churchofjesuschrist.org/study/general-conference/1972/10/another-prophet-now-has-come
139,1972,October,Sunday,M,H. Burke Peterson,Harmony in the Home,https://www.churchofjesuschrist.org/study/general-conference/1972/10/harmony-in-the-home
140,1972,October,Sunday,M,Robert L. Simpson,Pollution of the Mind,https://www.churchofjesuschrist.org/study/general-conference/1972/10/pollution-of-the-mind
141,1972,October,Sunday,M,LeGrand Richards,Strange Creeds of Christendom,https://www.churchofjesuschrist.org/study/general-conference/1972/10/strange-creeds-of-christendom
142,1972,October,Sunday,M,N. Eldon Tanner,Warnings from Outer Space,https://www.churchofjesuschrist.org/study/general-conference/1972/10/warnings-from-outer-space
143,1972,October,General,P,Harold B. Lee,Admonitions for the Priesthood of God,https://www.churchofjesuschrist.org/study/general-conference/1972/10/admonitions-for-the-priesthood-of-god
144,1972,October,General,P,N. Eldon Tanner,The Priesthood and Its Presidency,https://www.churchofjesuschrist.org/study/general-conference/1972/10/the-priesthood-and-its-presidency
145,1972,October,General,P,Marion G. Romney,Caring for the Poor and Needy,https://www.churchofjesuschrist.org/study/general-conference/1972/10/caring-for-the-poor-and-needy
146,1972,October,General,P,Vaughn J. Featherstone,The Sure Word of God,https://www.churchofjesuschrist.org/study/general-conference/1972/10/the-sure-word-of-god
147,1972,October,General,P,Gordon B. Hinckley,Watch the Switches in Your Life,https://www.churchofjesuschrist.org/study/general-conference/1972/10/watch-the-switches-in-your-life
148,1972,October,Saturday,A,Boyd K. Packer,The Saints Securely Dwell,https://www.churchofjesuschrist.org/study/general-conference/1972/10/the-saints-securely-dwell
149,1972,October,Saturday,A,Paul H. Dunn,“Strengthen Thy Brethren”,https://www.churchofjesuschrist.org/study/general-conference/1972/10/strengthen-thy-brethren
150,1972,October,Saturday,A,Loren C. Dunn,How to Gain a Testimony,https://www.churchofjesuschrist.org/study/general-conference/1972/10/how-to-gain-a-testimony
151,1972,October,Saturday,A,Sterling W. Sill,Keep the Commandments,https://www.churchofjesuschrist.org/study/general-conference/1972/10/keep-the-commandments
152,1972,October,Saturday,A,James E. Faust,To Become One of the Fishers,https://www.churchofjesuschrist.org/study/general-conference/1972/10/to-become-one-of-the-fishers
153,1972,October,Saturday,A,O. Leslie Stone,To Serve the Master,https://www.churchofjesuschrist.org/study/general-conference/1972/10/to-serve-the-master
154,1972,October,Saturday,A,David B. Haight,Planting Gospel Seeds of Spirituality,https://www.churchofjesuschrist.org/study/general-conference/1972/10/planting-gospel-seeds-of-spirituality
155,1972,October,Saturday,A,Franklin D. Richards,"“Thy Will Be Done, O Lord”",https://www.churchofjesuschrist.org/study/general-conference/1972/10/thy-will-be-done-o-lord
156,1972,October,Saturday,M,Marion G. Romney,Why The Church of Jesus Christ of Latter-day Saints,https://www.churchofjesuschrist.org/study/general-conference/1972/10/why-the-church-of-jesus-christ-of-latter-day-saints
157,1972,October,Saturday,M,Victor L. Brown,"“By Love, Serve One Another”",https://www.churchofjesuschrist.org/study/general-conference/1972/10/by-love-serve-one-another
158,1972,October,Saturday,M,A. Theodore Tuttle,"Altar, Tent, Well",https://www.churchofjesuschrist.org/study/general-conference/1972/10/altar-tent-well
159,1972,October,Saturday,M,Howard W. Hunter,Spiritual Famine,https://www.churchofjesuschrist.org/study/general-conference/1972/10/spiritual-famine
160,1972,October,Saturday,M,Harold B. Lee,Teach the Gospel of Salvation,https://www.churchofjesuschrist.org/study/general-conference/1972/10/teach-the-gospel-of-salvation
161,1972,October,Friday,A,Ezra Taft Benson,Listen to a Prophet’s Voice,https://www.churchofjesuschrist.org/study/general-conference/1972/10/listen-to-a-prophets-voice
162,1972,October,Friday,A,Eldred G. Smith,Why Do Latter-day Saints Build Temples?,https://www.churchofjesuschrist.org/study/general-conference/1972/10/why-do-latter-day-saints-build-temples
163,1972,October,Friday,A,Theodore M. Burton,Genealogy: A Personal Responsibility,https://www.churchofjesuschrist.org/study/general-conference/1972/10/genealogy-a-personal-responsibility
164,1972,October,Friday,A,ElRay L. Christiansen,We Have Made Covenants with the Lord,https://www.churchofjesuschrist.org/study/general-conference/1972/10/we-have-made-covenants-with-the-lord
165,1972,October,Friday,A,Joseph Anderson,Light and Knowledge to the World,https://www.churchofjesuschrist.org/study/general-conference/1972/10/light-and-knowledge-to-the-world
166,1972,October,Friday,A,Bernard P. Brockbank,Entrance into the Kingdom of God,https://www.churchofjesuschrist.org/study/general-conference/1972/10/entrance-into-the-kingdom-of-god
167,1972,October,Friday,A,Marvin J. Ashton,What Is a Friend?,https://www.churchofjesuschrist.org/study/general-conference/1972/10/what-is-a-friend
168,1972,October,Friday,M,Spencer W. Kimball,"“We Thank Thee, O God, for a Prophet”",https://www.churchofjesuschrist.org/study/general-conference/1972/10/we-thank-thee-o-god-for-a-prophet
169,1972,October,Friday,M,John H. Vandenberg,Becoming a Somebody,https://www.churchofjesuschrist.org/study/general-conference/1972/10/becoming-a-somebody
170,1972,October,Friday,M,Bruce R. McConkie,“I Know That My Redeemer Lives”,https://www.churchofjesuschrist.org/study/general-conference/1972/10/i-know-that-my-redeemer-lives
171,1972,October,Friday,M,Harold B. Lee,“May the Kingdom of God Go Forth”,https://www.churchofjesuschrist.org/study/general-conference/1972/10/may-the-kingdom-of-god-go-forth
172,1973,April,Sunday,A,Harold B. Lee,“Stand Ye in Holy Places”,https://www.churchofjesuschrist.org/study/general-conference/1973/04/stand-ye-in-holy-places
173,1973,April,Sunday,A,Howard W. Hunter,“This Is My Gospel”,https://www.churchofjesuschrist.org/study/general-conference/1973/04/this-is-my-gospel
174,1973,April,Sunday,A,Franklin D. Richards,The Continuing Power of the Holy Ghost,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-continuing-power-of-the-holy-ghost
175,1973,April,Sunday,A,S. Dilworth Young,"When I Read, I Am There",https://www.churchofjesuschrist.org/study/general-conference/1973/04/when-i-read-i-am-there
176,1973,April,Sunday,A,Marion D. Hanks,What Manner of Men? “As I Am”,https://www.churchofjesuschrist.org/study/general-conference/1973/04/what-manner-of-men-as-i-am
177,1973,April,Sunday,A,Mark E. Petersen,Salvation Comes through the Church,https://www.churchofjesuschrist.org/study/general-conference/1973/04/salvation-comes-through-the-church
178,1973,April,Sunday,M,Spencer W. Kimball,The Family Influence,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-family-influence
179,1973,April,Sunday,M,Joseph Anderson,The Rock of Revelation,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-rock-of-revelation
180,1973,April,Sunday,M,Sterling W. Sill,Hold Up Your Hands,https://www.churchofjesuschrist.org/study/general-conference/1973/04/hold-up-your-hands
181,1973,April,Sunday,M,Delbert L. Stapley,The Path to Eternal Glory,https://www.churchofjesuschrist.org/study/general-conference/1973/04/the-path-to-eternal-glory
