,Title,URL,main_body_hrefs,scripture,book_name,chapter_and_verse,chapter,scripture_type,quote_id
443,Prayer of Thanksgiving,/study/manual/hymns/prayer-of-thanksgiving?lang=eng,isa/12.1-6?lang=eng#p1,Isaiah 12:2,Isaiah,12:1-6,Isaiah 12,SEQUENCE,443
444,Prayer of Thanksgiving,/study/manual/hymns/prayer-of-thanksgiving?lang=eng,isa/12.1-6?lang=eng#p1,Isaiah 12:3,Isaiah,12:1-6,Isaiah 12,SEQUENCE,444
445,Prayer of Thanksgiving,/study/manual/hymns/prayer-of-thanksgiving?lang=eng,isa/12.1-6?lang=eng#p1,Isaiah 12:4,Isaiah,12:1-6,Isaiah 12,SEQUENCE,445
446,Prayer of Thanksgiving,/study/manual/hymns/prayer-of-thanksgiving?lang=eng,isa/12.1-6?lang=eng#p1,Isaiah 12:5,Isaiah,12:1-6,Isaiah 12,SEQUENCE,446
447,Prayer of Thanksgiving,/study/manual/hymns/prayer-of-thanksgiving?lang=eng,isa/12.1-6?lang=eng#p1,Isaiah 12:6,Isaiah,12:1-6,Isaiah 12,SEQUENCE,447
448,"Come, Ye Thankful People",/study/manual/hymns/come-ye-thankful-people?lang=eng,dc/86.1-7?lang=eng#p1,D&C 86:1,D&C,86:1-7,D&C 86,SEQUENCE,448
449,"Come, Ye Thankful People",/study/manual/hymns/come-ye-thankful-people?lang=eng,dc/86.1-7?lang=eng#p1,D&C 86:2,D&C,86:1-7,D&C 86,SEQUENCE,449
450,"Come, Ye Thankful People",/study/manual/hymns/come-ye-thankful-people?lang=eng,dc/86.1-7?lang=eng#p1,D&C 86:3,D&C,86:1-7,D&C 86,SEQUENCE,450
451,"Come, Ye Thankful People",/study/manual/hymns/come-ye-thankful-people?lang=eng,dc/86.1-7?lang=eng#p1,D&C 86:4,D&C,86:1-7,D&C 86,SEQUENCE,451
452,"Come, Ye Thankful People",/study/manual/hymns/come-ye-thankful-people?lang=eng,dc/86.1-7?lang=eng#p1,D&C 86:5,D&C,86:1-7,D&C 86,SEQUENCE,452
453,"Come, Ye Thankful People",/study/manual/hymns/come-ye-thankful-people?lang=eng,dc/86.1-7?lang=eng#p1,D&C 86:6,D&C,86:1-7,D&C 86,SEQUENCE,453
454,"Come, Ye Thankful People",/study/manual/hymns/come-ye-thankful-people?lang=eng,dc/86.1-7?lang=eng#p1,D&C 86:7,D&C,86:1-7,D&C 86,SEQUENCE,454
455,"Come, Ye Thankful People",/study/manual/hymns/come-ye-thankful-people?lang=eng,mark/4.26-28?lang=eng#p26,Mark 4:26,Mark,4:26-28,Mark 4,SEQUENCE,455
456,"Come, Ye Thankful People",/study/manual/hymns/come-ye-thankful-people?lang=eng,mark/4.26-28?lang=eng#p26,Mark 4:27,Mark,4:26-28,Mark 4,SEQUENCE,456
457,"Come, Ye Thankful People",/study/manual/hymns/come-ye-thankful-people?lang=eng,mark/4.26-28?lang=eng#p26,Mark 4:28,Mark,4:26-28,Mark 4,SEQUENCE,457
458,Now Thank We All Our God,/study/manual/hymns/now-thank-we-all-our-god?lang=eng,1-chr/16.8-14?lang=eng#p8,1 Chronicles 16:8,1 Chronicles,16:8-14,1 Chronicles 16,SEQUENCE,458
459,Now Thank We All Our God,/study/manual/hymns/now-thank-we-all-our-god?lang=eng,1-chr/16.8-14?lang=eng#p8,1 Chronicles 16:9,1 Chronicles,16:8-14,1 Chronicles 16,SEQUENCE,459
460,Now Thank We All Our God,/study/manual/hymns/now-thank-we-all-our-god?lang=eng,1-chr/16.8-14?lang=eng#p8,1 Chronicles 16:10,1 Chronicles,16:8-14,1 Chronicles 16,SEQUENCE,460
461,Now Thank We All Our God,/study/manual/hymns/now-thank-we-all-our-god?lang=eng,1-chr/16.8-14?lang=eng#p8,1 Chronicles 16:11,1 Chronicles,16:8-14,1 Chronicles 16,SEQUENCE,461
462,Now Thank We All Our God,/study/manual/hymns/now-thank-we-all-our-god?lang=eng,1-chr/16.8-14?lang=eng#p8,1 Chronicles 16:12,1 Chronicles,16:8-14,1 Chronicles 16,SEQUENCE,462
463,Now Thank We All Our God,/study/manual/hymns/now-thank-we-all-our-god?lang=eng,1-chr/16.8-14?lang=eng#p8,1 Chronicles 16:13,1 Chronicles,16:8-14,1 Chronicles 16,SEQUENCE,463
464,Now Thank We All Our God,/study/manual/hymns/now-thank-we-all-our-god?lang=eng,1-chr/16.8-14?lang=eng#p8,1 Chronicles 16:14,1 Chronicles,16:8-14,1 Chronicles 16,SEQUENCE,464
465,"Dearest Children, God Is Near You",/study/manual/hymns/dearest-children-god-is-near-you?lang=eng,ps/37.3-5?lang=eng#p3,Psalm 37:3,Psalm,37:3-5,Psalm 37,SEQUENCE,465
466,"Dearest Children, God Is Near You",/study/manual/hymns/dearest-children-god-is-near-you?lang=eng,ps/37.3-5?lang=eng#p3,Psalm 37:4,Psalm,37:3-5,Psalm 37,SEQUENCE,466
467,"Dearest Children, God Is Near You",/study/manual/hymns/dearest-children-god-is-near-you?lang=eng,ps/37.3-5?lang=eng#p3,Psalm 37:5,Psalm,37:3-5,Psalm 37,SEQUENCE,467
468,"Lead, Kindly Light",/study/manual/hymns/lead-kindly-light?lang=eng,ps/119.133-135?lang=eng#p133,Psalm 119:133,Psalm,119:133-135,Psalm 119,SEQUENCE,468
469,"Lead, Kindly Light",/study/manual/hymns/lead-kindly-light?lang=eng,ps/119.133-135?lang=eng#p133,Psalm 119:134,Psalm,119:133-135,Psalm 119,SEQUENCE,469
470,"Lead, Kindly Light",/study/manual/hymns/lead-kindly-light?lang=eng,ps/119.133-135?lang=eng#p133,Psalm 119:135,Psalm,119:133-135,Psalm 119,SEQUENCE,470
471,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:16,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,471
472,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:17,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,472
473,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:18,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,473
474,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:19,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,474
475,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:20,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,475
476,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:21,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,476
477,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:22,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,477
478,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:23,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,478
479,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:24,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,479
480,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:25,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,480
481,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:26,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,481
482,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:27,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,482
483,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:28,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,483
484,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:29,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,484
485,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:30,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,485
486,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:31,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,486
487,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:32,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,487
488,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:33,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,488
489,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:34,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,489
490,I Need Thee Every Hour,/study/manual/hymns/i-need-thee-every-hour?lang=eng,2-ne/4.16-35?lang=eng#p16,2 Nephi 4:35,2 Nephi,4:16-35,2 Nephi 4,SEQUENCE,490
491,"Nearer, Dear Savior, to Thee",/study/manual/hymns/nearer-dear-savior-to-thee?lang=eng,ps/145.18-20?lang=eng#p18,Psalm 145:18,Psalm,145:18-20,Psalm 145,SEQUENCE,491
492,"Nearer, Dear Savior, to Thee",/study/manual/hymns/nearer-dear-savior-to-thee?lang=eng,ps/145.18-20?lang=eng#p18,Psalm 145:19,Psalm,145:18-20,Psalm 145,SEQUENCE,492
493,"Nearer, Dear Savior, to Thee",/study/manual/hymns/nearer-dear-savior-to-thee?lang=eng,ps/145.18-20?lang=eng#p18,Psalm 145:20,Psalm,145:18-20,Psalm 145,SEQUENCE,493
494,"Nearer, My God, to Thee",/study/manual/hymns/nearer-my-god-to-thee?lang=eng,gen/28.10-22?lang=eng#p10,Genesis 28:10,Genesis,28:10-22,Genesis 28,SEQUENCE,494
495,"Nearer, My God, to Thee",/study/manual/hymns/nearer-my-god-to-thee?lang=eng,gen/28.10-22?lang=eng#p10,Genesis 28:11,Genesis,28:10-22,Genesis 28,SEQUENCE,495
496,"Nearer, My God, to Thee",/study/manual/hymns/nearer-my-god-to-thee?lang=eng,gen/28.10-22?lang=eng#p10,Genesis 28:12,Genesis,28:10-22,Genesis 28,SEQUENCE,496
497,"Nearer, My God, to Thee",/study/manual/hymns/nearer-my-god-to-thee?lang=eng,gen/28.10-22?lang=eng#p10,Genesis 28:13,Genesis,28:10-22,Genesis 28,SEQUENCE,497
498,"Nearer, My God, to Thee",/study/manual/hymns/nearer-my-god-to-thee?lang=eng,gen/28.10-22?lang=eng#p10,Genesis 28:14,Genesis,28:10-22,Genesis 28,SEQUENCE,498
499,"Nearer, My God, to Thee",/study/manual/hymns/nearer-my-god-to-thee?lang=eng,gen/28.10-22?lang=eng#p10,Genesis 28:15,Genesis,28:10-22,Genesis 28,SEQUENCE,499
500,"Nearer, My God, to Thee",/study/manual/hymns/nearer-my-god-to-thee?lang=eng,gen/28.10-22?lang=eng#p10,Genesis 28:16,Genesis,28:10-22,Genesis 28,SEQUENCE,500
501,"Nearer, My God, to Thee",/study/manual/hymns/nearer-my-god-to-thee?lang=eng,gen/28.10-22?lang=eng#p10,Genesis 28:17,Genesis,28:10-22,Genesis 28,SEQUENCE,501
502,"Nearer, My God, to Thee",/study/manual/hymns/nearer-my-god-to-thee?lang=eng,gen/28.10-22?lang=eng#p10,Genesis 28:18,Genesis,28:10-22,Genesis 28,SEQUENCE,502
503,"Nearer, My God, to Thee",/study/manual/hymns/nearer-my-god-to-thee?lang=eng,gen/28.10-22?lang=eng#p10,Genesis 28:19,Genesis,28:10-22,Genesis 28,SEQUENCE,503
504,"Nearer, My God, to Thee",/study/manual/hymns/nearer-my-god-to-thee?lang=eng,gen/28.10-22?lang=eng#p10,Genesis 28:20,Genesis,28:10-22,Genesis 28,SEQUENCE,504
505,"Nearer, My God, to Thee",/study/manual/hymns/nearer-my-god-to-thee?lang=eng,gen/28.10-22?lang=eng#p10,Genesis 28:21,Genesis,28:10-22,Genesis 28,SEQUENCE,505
506,"Nearer, My God, to Thee",/study/manual/hymns/nearer-my-god-to-thee?lang=eng,gen/28.10-22?lang=eng#p10,Genesis 28:22,Genesis,28:10-22,Genesis 28,SEQUENCE,506
507,"Jesus, Lover of My Soul",/study/manual/hymns/jesus-lover-of-my-soul?lang=eng,"ps/62.1-2,7-8?lang=eng#p1",Psalm 62:1,Psalm,"62:1-2,7-8",Psalm 62,SEQUENCE,507
508,"Jesus, Lover of My Soul",/study/manual/hymns/jesus-lover-of-my-soul?lang=eng,"ps/62.1-2,7-8?lang=eng#p1",Psalm 62:2,Psalm,"62:1-2,7-8",Psalm 62,SEQUENCE,508
509,"Jesus, Lover of My Soul",/study/manual/hymns/jesus-lover-of-my-soul?lang=eng,"ps/62.1-2,7-8?lang=eng#p1",Psalm 62:7,Psalm,"62:1-2,7-8",Psalm 62,SEQUENCE,509
510,"Jesus, Lover of My Soul",/study/manual/hymns/jesus-lover-of-my-soul?lang=eng,"ps/62.1-2,7-8?lang=eng#p1",Psalm 62:8,Psalm,"62:1-2,7-8",Psalm 62,SEQUENCE,510
511,"Precious Savior, Dear Redeemer",/study/manual/hymns/precious-savior-dear-redeemer?lang=eng,isa/26.3-4?lang=eng#p3,Isaiah 26:3,Isaiah,26:3-4,Isaiah 26,SEQUENCE,511
512,"Precious Savior, Dear Redeemer",/study/manual/hymns/precious-savior-dear-redeemer?lang=eng,isa/26.3-4?lang=eng#p3,Isaiah 26:4,Isaiah,26:3-4,Isaiah 26,SEQUENCE,512
513,"Precious Savior, Dear Redeemer",/study/manual/hymns/precious-savior-dear-redeemer?lang=eng,"ps/145.8-9,14-21?lang=eng#p8",Psalm 145:8,Psalm,"145:8-9,14-21",Psalm 145,SEQUENCE,513
514,"Precious Savior, Dear Redeemer",/study/manual/hymns/precious-savior-dear-redeemer?lang=eng,"ps/145.8-9,14-21?lang=eng#p8",Psalm 145:9,Psalm,"145:8-9,14-21",Psalm 145,SEQUENCE,514
515,"Precious Savior, Dear Redeemer",/study/manual/hymns/precious-savior-dear-redeemer?lang=eng,"ps/145.8-9,14-21?lang=eng#p8",Psalm 145:14,Psalm,"145:8-9,14-21",Psalm 145,SEQUENCE,515
516,"Precious Savior, Dear Redeemer",/study/manual/hymns/precious-savior-dear-redeemer?lang=eng,"ps/145.8-9,14-21?lang=eng#p8",Psalm 145:15,Psalm,"145:8-9,14-21",Psalm 145,SEQUENCE,516
517,"Precious Savior, Dear Redeemer",/study/manual/hymns/precious-savior-dear-redeemer?lang=eng,"ps/145.8-9,14-21?lang=eng#p8",Psalm 145:16,Psalm,"145:8-9,14-21",Psalm 145,SEQUENCE,517
518,"Precious Savior, Dear Redeemer",/study/manual/hymns/precious-savior-dear-redeemer?lang=eng,"ps/145.8-9,14-21?lang=eng#p8",Psalm 145:17,Psalm,"145:8-9,14-21",Psalm 145,SEQUENCE,518
519,"Precious Savior, Dear Redeemer",/study/manual/hymns/precious-savior-dear-redeemer?lang=eng,"ps/145.8-9,14-21?lang=eng#p8",Psalm 145:18,Psalm,"145:8-9,14-21",Psalm 145,SEQUENCE,519
520,"Precious Savior, Dear Redeemer",/study/manual/hymns/precious-savior-dear-redeemer?lang=eng,"ps/145.8-9,14-21?lang=eng#p8",Psalm 145:19,Psalm,"145:8-9,14-21",Psalm 145,SEQUENCE,520
521,"Precious Savior, Dear Redeemer",/study/manual/hymns/precious-savior-dear-redeemer?lang=eng,"ps/145.8-9,14-21?lang=eng#p8",Psalm 145:20,Psalm,"145:8-9,14-21",Psalm 145,SEQUENCE,521
522,"Precious Savior, Dear Redeemer",/study/manual/hymns/precious-savior-dear-redeemer?lang=eng,"ps/145.8-9,14-21?lang=eng#p8",Psalm 145:21,Psalm,"145:8-9,14-21",Psalm 145,SEQUENCE,522
523,"Jesus, Savior, Pilot Me",/study/manual/hymns/jesus-savior-pilot-me?lang=eng,mark/4.39-41?lang=eng#p39,Mark 4:39,Mark,4:39-41,Mark 4,SEQUENCE,523
524,"Jesus, Savior, Pilot Me",/study/manual/hymns/jesus-savior-pilot-me?lang=eng,mark/4.39-41?lang=eng#p39,Mark 4:40,Mark,4:39-41,Mark 4,SEQUENCE,524
525,"Jesus, Savior, Pilot Me",/study/manual/hymns/jesus-savior-pilot-me?lang=eng,mark/4.39-41?lang=eng#p39,Mark 4:41,Mark,4:39-41,Mark 4,SEQUENCE,525
526,"Master, the Tempest Is Raging",/study/manual/hymns/master-the-tempest-is-raging?lang=eng,matt/8.23-27?lang=eng#p23,Matthew 8:23,Matthew,8:23-27,Matthew 8,SEQUENCE,526
527,"Master, the Tempest Is Raging",/study/manual/hymns/master-the-tempest-is-raging?lang=eng,matt/8.23-27?lang=eng#p23,Matthew 8:24,Matthew,8:23-27,Matthew 8,SEQUENCE,527
528,"Master, the Tempest Is Raging",/study/manual/hymns/master-the-tempest-is-raging?lang=eng,matt/8.23-27?lang=eng#p23,Matthew 8:25,Matthew,8:23-27,Matthew 8,SEQUENCE,528
529,"Master, the Tempest Is Raging",/study/manual/hymns/master-the-tempest-is-raging?lang=eng,matt/8.23-27?lang=eng#p23,Matthew 8:26,Matthew,8:23-27,Matthew 8,SEQUENCE,529
530,"Master, the Tempest Is Raging",/study/manual/hymns/master-the-tempest-is-raging?lang=eng,matt/8.23-27?lang=eng#p23,Matthew 8:27,Matthew,8:23-27,Matthew 8,SEQUENCE,530
531,"Master, the Tempest Is Raging",/study/manual/hymns/master-the-tempest-is-raging?lang=eng,mark/4.36-41?lang=eng#p36,Mark 4:36,Mark,4:36-41,Mark 4,SEQUENCE,531
532,"Master, the Tempest Is Raging",/study/manual/hymns/master-the-tempest-is-raging?lang=eng,mark/4.36-41?lang=eng#p36,Mark 4:37,Mark,4:36-41,Mark 4,SEQUENCE,532
533,"Master, the Tempest Is Raging",/study/manual/hymns/master-the-tempest-is-raging?lang=eng,mark/4.36-41?lang=eng#p36,Mark 4:38,Mark,4:36-41,Mark 4,SEQUENCE,533
534,"Master, the Tempest Is Raging",/study/manual/hymns/master-the-tempest-is-raging?lang=eng,mark/4.36-41?lang=eng#p36,Mark 4:39,Mark,4:36-41,Mark 4,SEQUENCE,534
535,"Master, the Tempest Is Raging",/study/manual/hymns/master-the-tempest-is-raging?lang=eng,mark/4.36-41?lang=eng#p36,Mark 4:40,Mark,4:36-41,Mark 4,SEQUENCE,535
536,"Master, the Tempest Is Raging",/study/manual/hymns/master-the-tempest-is-raging?lang=eng,mark/4.36-41?lang=eng#p36,Mark 4:41,Mark,4:36-41,Mark 4,SEQUENCE,536
537,God Speed the Right,/study/manual/hymns/god-speed-the-right?lang=eng,dc/58.27-28?lang=eng#p27,D&C 58:27,D&C,58:27-28,D&C 58,SEQUENCE,537
538,God Speed the Right,/study/manual/hymns/god-speed-the-right?lang=eng,dc/58.27-28?lang=eng#p27,D&C 58:28,D&C,58:27-28,D&C 58,SEQUENCE,538
539,"Lord, Accept Our True Devotion",/study/manual/hymns/lord-accept-our-true-devotion?lang=eng,heb/12.1-2?lang=eng#p1,Hebrews 12:1,Hebrews,12:1-2,Hebrews 12,SEQUENCE,539
540,"Lord, Accept Our True Devotion",/study/manual/hymns/lord-accept-our-true-devotion?lang=eng,heb/12.1-2?lang=eng#p1,Hebrews 12:2,Hebrews,12:1-2,Hebrews 12,SEQUENCE,540
541,The Lord Is My Shepherd,/study/manual/hymns/the-lord-is-my-shepherd?lang=eng,isa/26.3-4?lang=eng#p3,Isaiah 26:3,Isaiah,26:3-4,Isaiah 26,SEQUENCE,541
542,The Lord Is My Shepherd,/study/manual/hymns/the-lord-is-my-shepherd?lang=eng,isa/26.3-4?lang=eng#p3,Isaiah 26:4,Isaiah,26:3-4,Isaiah 26,SEQUENCE,542
543,Rock of Ages,/study/manual/hymns/rock-of-ages?lang=eng,"2-sam/22.2-3,32-33?lang=eng#p2",2 Samuel 22:2,2 Samuel,"22:2-3,32-33",2 Samuel 22,SEQUENCE,543
544,Rock of Ages,/study/manual/hymns/rock-of-ages?lang=eng,"2-sam/22.2-3,32-33?lang=eng#p2",2 Samuel 22:3,2 Samuel,"22:2-3,32-33",2 Samuel 22,SEQUENCE,544
545,Rock of Ages,/study/manual/hymns/rock-of-ages?lang=eng,"2-sam/22.2-3,32-33?lang=eng#p2",2 Samuel 22:32,2 Samuel,"22:2-3,32-33",2 Samuel 22,SEQUENCE,545
546,Rock of Ages,/study/manual/hymns/rock-of-ages?lang=eng,"2-sam/22.2-3,32-33?lang=eng#p2",2 Samuel 22:33,2 Samuel,"22:2-3,32-33",2 Samuel 22,SEQUENCE,546
547,Rock of Ages,/study/manual/hymns/rock-of-ages?lang=eng,moses/6.57-60?lang=eng#p57,Moses 6:57,Moses,6:57-60,Moses 6,SEQUENCE,547
548,Rock of Ages,/study/manual/hymns/rock-of-ages?lang=eng,moses/6.57-60?lang=eng#p57,Moses 6:58,Moses,6:57-60,Moses 6,SEQUENCE,548
549,Rock of Ages,/study/manual/hymns/rock-of-ages?lang=eng,moses/6.57-60?lang=eng#p57,Moses 6:59,Moses,6:57-60,Moses 6,SEQUENCE,549
550,Rock of Ages,/study/manual/hymns/rock-of-ages?lang=eng,moses/6.57-60?lang=eng#p57,Moses 6:60,Moses,6:57-60,Moses 6,SEQUENCE,550
551,Our Saviorâs Love,/study/manual/hymns/our-saviors-love?lang=eng,john/15.12-14?lang=eng#p12,John 15:12,John,15:12-14,John 15,SEQUENCE,551
552,Our Saviorâs Love,/study/manual/hymns/our-saviors-love?lang=eng,john/15.12-14?lang=eng#p12,John 15:13,John,15:12-14,John 15,SEQUENCE,552
553,Our Saviorâs Love,/study/manual/hymns/our-saviors-love?lang=eng,john/15.12-14?lang=eng#p12,John 15:14,John,15:12-14,John 15,SEQUENCE,553
554,Our Saviorâs Love,/study/manual/hymns/our-saviors-love?lang=eng,dc/34.1-4?lang=eng#p1,D&C 34:1,D&C,34:1-4,D&C 34,SEQUENCE,554
555,Our Saviorâs Love,/study/manual/hymns/our-saviors-love?lang=eng,dc/34.1-4?lang=eng#p1,D&C 34:2,D&C,34:1-4,D&C 34,SEQUENCE,555
556,Our Saviorâs Love,/study/manual/hymns/our-saviors-love?lang=eng,dc/34.1-4?lang=eng#p1,D&C 34:3,D&C,34:1-4,D&C 34,SEQUENCE,556
557,Our Saviorâs Love,/study/manual/hymns/our-saviors-love?lang=eng,dc/34.1-4?lang=eng#p1,D&C 34:4,D&C,34:1-4,D&C 34,SEQUENCE,557
558,Come unto Him,/study/manual/hymns/come-unto-him?lang=eng,"ps/55.16-17,22?lang=eng#p16",Psalm 55:16,Psalm,"55:16-17,22",Psalm 55,SEQUENCE,558
559,Come unto Him,/study/manual/hymns/come-unto-him?lang=eng,"ps/55.16-17,22?lang=eng#p16",Psalm 55:17,Psalm,"55:16-17,22",Psalm 55,SEQUENCE,559
560,Come unto Him,/study/manual/hymns/come-unto-him?lang=eng,matt/11.28-30?lang=eng#p28,Matthew 11:28,Matthew,11:28-30,Matthew 11,SEQUENCE,560
561,Come unto Him,/study/manual/hymns/come-unto-him?lang=eng,matt/11.28-30?lang=eng#p28,Matthew 11:29,Matthew,11:28-30,Matthew 11,SEQUENCE,561
562,Come unto Him,/study/manual/hymns/come-unto-him?lang=eng,matt/11.28-30?lang=eng#p28,Matthew 11:30,Matthew,11:28-30,Matthew 11,SEQUENCE,562
563,"Come, Follow Me",/study/manual/hymns/come-follow-me?lang=eng,2-ne/31.10-21?lang=eng#p10,2 Nephi 31:10,2 Nephi,31:10-21,2 Nephi 31,SEQUENCE,563
564,"Come, Follow Me",/study/manual/hymns/come-follow-me?lang=eng,2-ne/31.10-21?lang=eng#p10,2 Nephi 31:11,2 Nephi,31:10-21,2 Nephi 31,SEQUENCE,564
565,"Come, Follow Me",/study/manual/hymns/come-follow-me?lang=eng,2-ne/31.10-21?lang=eng#p10,2 Nephi 31:12,2 Nephi,31:10-21,2 Nephi 31,SEQUENCE,565
566,"Come, Follow Me",/study/manual/hymns/come-follow-me?lang=eng,2-ne/31.10-21?lang=eng#p10,2 Nephi 31:13,2 Nephi,31:10-21,2 Nephi 31,SEQUENCE,566
567,"Come, Follow Me",/study/manual/hymns/come-follow-me?lang=eng,2-ne/31.10-21?lang=eng#p10,2 Nephi 31:14,2 Nephi,31:10-21,2 Nephi 31,SEQUENCE,567
568,"Come, Follow Me",/study/manual/hymns/come-follow-me?lang=eng,2-ne/31.10-21?lang=eng#p10,2 Nephi 31:15,2 Nephi,31:10-21,2 Nephi 31,SEQUENCE,568
569,"Come, Follow Me",/study/manual/hymns/come-follow-me?lang=eng,2-ne/31.10-21?lang=eng#p10,2 Nephi 31:16,2 Nephi,31:10-21,2 Nephi 31,SEQUENCE,569
570,"Come, Follow Me",/study/manual/hymns/come-follow-me?lang=eng,2-ne/31.10-21?lang=eng#p10,2 Nephi 31:17,2 Nephi,31:10-21,2 Nephi 31,SEQUENCE,570
571,"Come, Follow Me",/study/manual/hymns/come-follow-me?lang=eng,2-ne/31.10-21?lang=eng#p10,2 Nephi 31:18,2 Nephi,31:10-21,2 Nephi 31,SEQUENCE,571
572,"Come, Follow Me",/study/manual/hymns/come-follow-me?lang=eng,2-ne/31.10-21?lang=eng#p10,2 Nephi 31:19,2 Nephi,31:10-21,2 Nephi 31,SEQUENCE,572
573,"Come, Follow Me",/study/manual/hymns/come-follow-me?lang=eng,2-ne/31.10-21?lang=eng#p10,2 Nephi 31:20,2 Nephi,31:10-21,2 Nephi 31,SEQUENCE,573
574,"Come, Follow Me",/study/manual/hymns/come-follow-me?lang=eng,2-ne/31.10-21?lang=eng#p10,2 Nephi 31:21,2 Nephi,31:10-21,2 Nephi 31,SEQUENCE,574
575,Come unto Jesus,/study/manual/hymns/come-unto-jesus?lang=eng,matt/11.28-30?lang=eng#p28,Matthew 11:28,Matthew,11:28-30,Matthew 11,SEQUENCE,575
576,Come unto Jesus,/study/manual/hymns/come-unto-jesus?lang=eng,matt/11.28-30?lang=eng#p28,Matthew 11:29,Matthew,11:28-30,Matthew 11,SEQUENCE,576
577,Come unto Jesus,/study/manual/hymns/come-unto-jesus?lang=eng,matt/11.28-30?lang=eng#p28,Matthew 11:30,Matthew,11:28-30,Matthew 11,SEQUENCE,577
578,Ye Simple Souls Who Stray,/study/manual/hymns/ye-simple-souls-who-stray?lang=eng,alma/5.37-38?lang=eng#p37,Alma 5:37,Alma,5:37-38,Alma 5,SEQUENCE,578
579,Ye Simple Souls Who Stray,/study/manual/hymns/ye-simple-souls-who-stray?lang=eng,alma/5.37-38?lang=eng#p37,Alma 5:38,Alma,5:37-38,Alma 5,SEQUENCE,579
580,Ye Simple Souls Who Stray,/study/manual/hymns/ye-simple-souls-who-stray?lang=eng,rev/1.5-6?lang=eng#p5,Revelation 1:5,Revelation,1:5-6,Revelation 1,SEQUENCE,580
