,Title,URL,main_body_hrefs,scripture,book_name,chapter_and_verse,chapter,scripture_type,quote_id
0,The Morning Breaks,/study/manual/hymns/the-morning-breaks?lang=eng,isa/60.1-3?lang=eng#p1,Isaiah 60:1,Isaiah,60:1-3,Isaiah 60,SEQUENCE,0
1,The Morning Breaks,/study/manual/hymns/the-morning-breaks?lang=eng,isa/60.1-3?lang=eng#p1,Isaiah 60:2,Isaiah,60:1-3,Isaiah 60,SEQUENCE,1
2,The Morning Breaks,/study/manual/hymns/the-morning-breaks?lang=eng,isa/60.1-3?lang=eng#p1,Isaiah 60:3,Isaiah,60:1-3,Isaiah 60,SEQUENCE,2
3,The Morning Breaks,/study/manual/hymns/the-morning-breaks?lang=eng,3-ne/16.7-20?lang=eng#p7,3 Nephi 16:7,3 Nephi,16:7-20,3 Nephi 16,SEQUENCE,3
4,The Morning Breaks,/study/manual/hymns/the-morning-breaks?lang=eng,3-ne/16.7-20?lang=eng#p7,3 Nephi 16:8,3 Nephi,16:7-20,3 Nephi 16,SEQUENCE,4
5,The Morning Breaks,/study/manual/hymns/the-morning-breaks?lang=eng,3-ne/16.7-20?lang=eng#p7,3 Nephi 16:9,3 Nephi,16:7-20,3 Nephi 16,SEQUENCE,5
6,The Morning Breaks,/study/manual/hymns/the-morning-breaks?lang=eng,3-ne/16.7-20?lang=eng#p7,3 Nephi 16:10,3 Nephi,16:7-20,3 Nephi 16,SEQUENCE,6
7,The Morning Breaks,/study/manual/hymns/the-morning-breaks?lang=eng,3-ne/16.7-20?lang=eng#p7,3 Nephi 16:11,3 Nephi,16:7-20,3 Nephi 16,SEQUENCE,7
8,The Morning Breaks,/study/manual/hymns/the-morning-breaks?lang=eng,3-ne/16.7-20?lang=eng#p7,3 Nephi 16:12,3 Nephi,16:7-20,3 Nephi 16,SEQUENCE,8
9,The Morning Breaks,/study/manual/hymns/the-morning-breaks?lang=eng,3-ne/16.7-20?lang=eng#p7,3 Nephi 16:13,3 Nephi,16:7-20,3 Nephi 16,SEQUENCE,9
10,The Morning Breaks,/study/manual/hymns/the-morning-breaks?lang=eng,3-ne/16.7-20?lang=eng#p7,3 Nephi 16:14,3 Nephi,16:7-20,3 Nephi 16,SEQUENCE,10
11,The Morning Breaks,/study/manual/hymns/the-morning-breaks?lang=eng,3-ne/16.7-20?lang=eng#p7,3 Nephi 16:15,3 Nephi,16:7-20,3 Nephi 16,SEQUENCE,11
12,The Morning Breaks,/study/manual/hymns/the-morning-breaks?lang=eng,3-ne/16.7-20?lang=eng#p7,3 Nephi 16:16,3 Nephi,16:7-20,3 Nephi 16,SEQUENCE,12
13,The Morning Breaks,/study/manual/hymns/the-morning-breaks?lang=eng,3-ne/16.7-20?lang=eng#p7,3 Nephi 16:17,3 Nephi,16:7-20,3 Nephi 16,SEQUENCE,13
14,The Morning Breaks,/study/manual/hymns/the-morning-breaks?lang=eng,3-ne/16.7-20?lang=eng#p7,3 Nephi 16:18,3 Nephi,16:7-20,3 Nephi 16,SEQUENCE,14
15,The Morning Breaks,/study/manual/hymns/the-morning-breaks?lang=eng,3-ne/16.7-20?lang=eng#p7,3 Nephi 16:19,3 Nephi,16:7-20,3 Nephi 16,SEQUENCE,15
16,The Morning Breaks,/study/manual/hymns/the-morning-breaks?lang=eng,3-ne/16.7-20?lang=eng#p7,3 Nephi 16:20,3 Nephi,16:7-20,3 Nephi 16,SEQUENCE,16
17,The Spirit of God,/study/manual/hymns/the-spirit-of-god?lang=eng,dc/109.79-80?lang=eng#p79,D&C 109:79,D&C,109:79-80,D&C 109,SEQUENCE,17
18,The Spirit of God,/study/manual/hymns/the-spirit-of-god?lang=eng,dc/109.79-80?lang=eng#p79,D&C 109:80,D&C,109:79-80,D&C 109,SEQUENCE,18
19,Now Let Us Rejoice,/study/manual/hymns/now-let-us-rejoice?lang=eng,moses/7.61-67?lang=eng#p61,Moses 7:61,Moses,7:61-67,Moses 7,SEQUENCE,19
20,Now Let Us Rejoice,/study/manual/hymns/now-let-us-rejoice?lang=eng,moses/7.61-67?lang=eng#p61,Moses 7:62,Moses,7:61-67,Moses 7,SEQUENCE,20
21,Now Let Us Rejoice,/study/manual/hymns/now-let-us-rejoice?lang=eng,moses/7.61-67?lang=eng#p61,Moses 7:63,Moses,7:61-67,Moses 7,SEQUENCE,21
22,Now Let Us Rejoice,/study/manual/hymns/now-let-us-rejoice?lang=eng,moses/7.61-67?lang=eng#p61,Moses 7:64,Moses,7:61-67,Moses 7,SEQUENCE,22
23,Now Let Us Rejoice,/study/manual/hymns/now-let-us-rejoice?lang=eng,moses/7.61-67?lang=eng#p61,Moses 7:65,Moses,7:61-67,Moses 7,SEQUENCE,23
24,Now Let Us Rejoice,/study/manual/hymns/now-let-us-rejoice?lang=eng,moses/7.61-67?lang=eng#p61,Moses 7:66,Moses,7:61-67,Moses 7,SEQUENCE,24
25,Now Let Us Rejoice,/study/manual/hymns/now-let-us-rejoice?lang=eng,moses/7.61-67?lang=eng#p61,Moses 7:67,Moses,7:61-67,Moses 7,SEQUENCE,25
26,Truth Eternal,/study/manual/hymns/truth-eternal?lang=eng,dc/50.24-25?lang=eng#p24,D&C 50:24,D&C,50:24-25,D&C 50,SEQUENCE,26
27,Truth Eternal,/study/manual/hymns/truth-eternal?lang=eng,dc/50.24-25?lang=eng#p24,D&C 50:25,D&C,50:24-25,D&C 50,SEQUENCE,27
28,High on the Mountain Top,/study/manual/hymns/high-on-the-mountain-top?lang=eng,isa/2.2-3?lang=eng#p2,Isaiah 2:2,Isaiah,2:2-3,Isaiah 2,SEQUENCE,28
29,High on the Mountain Top,/study/manual/hymns/high-on-the-mountain-top?lang=eng,isa/2.2-3?lang=eng#p2,Isaiah 2:3,Isaiah,2:2-3,Isaiah 2,SEQUENCE,29
30,Redeemer of Israel,/study/manual/hymns/redeemer-of-israel?lang=eng,ex/13.21-22?lang=eng#p21,Exodus 13:21,Exodus,13:21-22,Exodus 13,SEQUENCE,30
31,Redeemer of Israel,/study/manual/hymns/redeemer-of-israel?lang=eng,ex/13.21-22?lang=eng#p21,Exodus 13:22,Exodus,13:21-22,Exodus 13,SEQUENCE,31
32,"Israel, Israel, God Is Calling",/study/manual/hymns/israel-israel-god-is-calling?lang=eng,dc/133.7-16?lang=eng#p7,D&C 133:7,D&C,133:7-16,D&C 133,SEQUENCE,32
33,"Israel, Israel, God Is Calling",/study/manual/hymns/israel-israel-god-is-calling?lang=eng,dc/133.7-16?lang=eng#p7,D&C 133:8,D&C,133:7-16,D&C 133,SEQUENCE,33
34,"Israel, Israel, God Is Calling",/study/manual/hymns/israel-israel-god-is-calling?lang=eng,dc/133.7-16?lang=eng#p7,D&C 133:9,D&C,133:7-16,D&C 133,SEQUENCE,34
35,"Israel, Israel, God Is Calling",/study/manual/hymns/israel-israel-god-is-calling?lang=eng,dc/133.7-16?lang=eng#p7,D&C 133:10,D&C,133:7-16,D&C 133,SEQUENCE,35
36,"Israel, Israel, God Is Calling",/study/manual/hymns/israel-israel-god-is-calling?lang=eng,dc/133.7-16?lang=eng#p7,D&C 133:11,D&C,133:7-16,D&C 133,SEQUENCE,36
37,"Israel, Israel, God Is Calling",/study/manual/hymns/israel-israel-god-is-calling?lang=eng,dc/133.7-16?lang=eng#p7,D&C 133:12,D&C,133:7-16,D&C 133,SEQUENCE,37
38,"Israel, Israel, God Is Calling",/study/manual/hymns/israel-israel-god-is-calling?lang=eng,dc/133.7-16?lang=eng#p7,D&C 133:13,D&C,133:7-16,D&C 133,SEQUENCE,38
39,"Israel, Israel, God Is Calling",/study/manual/hymns/israel-israel-god-is-calling?lang=eng,dc/133.7-16?lang=eng#p7,D&C 133:14,D&C,133:7-16,D&C 133,SEQUENCE,39
40,"Israel, Israel, God Is Calling",/study/manual/hymns/israel-israel-god-is-calling?lang=eng,dc/133.7-16?lang=eng#p7,D&C 133:15,D&C,133:7-16,D&C 133,SEQUENCE,40
41,"Israel, Israel, God Is Calling",/study/manual/hymns/israel-israel-god-is-calling?lang=eng,dc/133.7-16?lang=eng#p7,D&C 133:16,D&C,133:7-16,D&C 133,SEQUENCE,41
42,Awake and Arise,/study/manual/hymns/awake-and-arise?lang=eng,dc/133.7-10?lang=eng#p7,D&C 133:7,D&C,133:7-10,D&C 133,SEQUENCE,42
43,Awake and Arise,/study/manual/hymns/awake-and-arise?lang=eng,dc/133.7-10?lang=eng#p7,D&C 133:8,D&C,133:7-10,D&C 133,SEQUENCE,43
44,Awake and Arise,/study/manual/hymns/awake-and-arise?lang=eng,dc/133.7-10?lang=eng#p7,D&C 133:9,D&C,133:7-10,D&C 133,SEQUENCE,44
45,Awake and Arise,/study/manual/hymns/awake-and-arise?lang=eng,dc/133.7-10?lang=eng#p7,D&C 133:10,D&C,133:7-10,D&C 133,SEQUENCE,45
46,Awake and Arise,/study/manual/hymns/awake-and-arise?lang=eng,dc/43.17-20?lang=eng#p17,D&C 43:17,D&C,43:17-20,D&C 43,SEQUENCE,46
47,Awake and Arise,/study/manual/hymns/awake-and-arise?lang=eng,dc/43.17-20?lang=eng#p17,D&C 43:18,D&C,43:17-20,D&C 43,SEQUENCE,47
48,Awake and Arise,/study/manual/hymns/awake-and-arise?lang=eng,dc/43.17-20?lang=eng#p17,D&C 43:19,D&C,43:17-20,D&C 43,SEQUENCE,48
49,Awake and Arise,/study/manual/hymns/awake-and-arise?lang=eng,dc/43.17-20?lang=eng#p17,D&C 43:20,D&C,43:17-20,D&C 43,SEQUENCE,49
50,"Come, Rejoice",/study/manual/hymns/come-rejoice?lang=eng,dc/128.19-21?lang=eng#p19,D&C 128:19,D&C,128:19-21,D&C 128,SEQUENCE,50
51,"Come, Rejoice",/study/manual/hymns/come-rejoice?lang=eng,dc/128.19-21?lang=eng#p19,D&C 128:20,D&C,128:19-21,D&C 128,SEQUENCE,51
52,"Come, Rejoice",/study/manual/hymns/come-rejoice?lang=eng,dc/128.19-21?lang=eng#p19,D&C 128:21,D&C,128:19-21,D&C 128,SEQUENCE,52
53,"Come, Sing to the Lord",/study/manual/hymns/come-sing-to-the-lord?lang=eng,2-ne/3.5-7?lang=eng#p5,2 Nephi 3:5,2 Nephi,3:5-7,2 Nephi 3,SEQUENCE,53
54,"Come, Sing to the Lord",/study/manual/hymns/come-sing-to-the-lord?lang=eng,2-ne/3.5-7?lang=eng#p5,2 Nephi 3:6,2 Nephi,3:5-7,2 Nephi 3,SEQUENCE,54
55,"Come, Sing to the Lord",/study/manual/hymns/come-sing-to-the-lord?lang=eng,2-ne/3.5-7?lang=eng#p5,2 Nephi 3:7,2 Nephi,3:5-7,2 Nephi 3,SEQUENCE,55
56,"Come, Sing to the Lord",/study/manual/hymns/come-sing-to-the-lord?lang=eng,1-chr/16.8-10?lang=eng#p8,1 Chronicles 16:8,1 Chronicles,16:8-10,1 Chronicles 16,SEQUENCE,56
57,"Come, Sing to the Lord",/study/manual/hymns/come-sing-to-the-lord?lang=eng,1-chr/16.8-10?lang=eng#p8,1 Chronicles 16:9,1 Chronicles,16:8-10,1 Chronicles 16,SEQUENCE,57
58,"Come, Sing to the Lord",/study/manual/hymns/come-sing-to-the-lord?lang=eng,1-chr/16.8-10?lang=eng#p8,1 Chronicles 16:10,1 Chronicles,16:8-10,1 Chronicles 16,SEQUENCE,58
59,What Was Witnessed in the Heavens?,/study/manual/hymns/what-was-witnessed-in-the-heavens?lang=eng,dc/138.28-34?lang=eng#p28,D&C 138:28,D&C,138:28-34,D&C 138,SEQUENCE,59
60,What Was Witnessed in the Heavens?,/study/manual/hymns/what-was-witnessed-in-the-heavens?lang=eng,dc/138.28-34?lang=eng#p28,D&C 138:29,D&C,138:28-34,D&C 138,SEQUENCE,60
61,What Was Witnessed in the Heavens?,/study/manual/hymns/what-was-witnessed-in-the-heavens?lang=eng,dc/138.28-34?lang=eng#p28,D&C 138:30,D&C,138:28-34,D&C 138,SEQUENCE,61
62,What Was Witnessed in the Heavens?,/study/manual/hymns/what-was-witnessed-in-the-heavens?lang=eng,dc/138.28-34?lang=eng#p28,D&C 138:31,D&C,138:28-34,D&C 138,SEQUENCE,62
63,What Was Witnessed in the Heavens?,/study/manual/hymns/what-was-witnessed-in-the-heavens?lang=eng,dc/138.28-34?lang=eng#p28,D&C 138:32,D&C,138:28-34,D&C 138,SEQUENCE,63
64,What Was Witnessed in the Heavens?,/study/manual/hymns/what-was-witnessed-in-the-heavens?lang=eng,dc/138.28-34?lang=eng#p28,D&C 138:33,D&C,138:28-34,D&C 138,SEQUENCE,64
65,What Was Witnessed in the Heavens?,/study/manual/hymns/what-was-witnessed-in-the-heavens?lang=eng,dc/138.28-34?lang=eng#p28,D&C 138:34,D&C,138:28-34,D&C 138,SEQUENCE,65
66,âTwas Witnessed in the Morning Sky,/study/manual/hymns/twas-witnessed-in-the-morning-sky?lang=eng,"js-h/1.30-34,68-72?lang=eng#p30",Joseph Smith History 1:30,Joseph Smith History,"1:30-34,68-72",Joseph Smith History 1,SEQUENCE,66
67,âTwas Witnessed in the Morning Sky,/study/manual/hymns/twas-witnessed-in-the-morning-sky?lang=eng,"js-h/1.30-34,68-72?lang=eng#p30",Joseph Smith History 1:31,Joseph Smith History,"1:30-34,68-72",Joseph Smith History 1,SEQUENCE,67
68,âTwas Witnessed in the Morning Sky,/study/manual/hymns/twas-witnessed-in-the-morning-sky?lang=eng,"js-h/1.30-34,68-72?lang=eng#p30",Joseph Smith History 1:32,Joseph Smith History,"1:30-34,68-72",Joseph Smith History 1,SEQUENCE,68
69,âTwas Witnessed in the Morning Sky,/study/manual/hymns/twas-witnessed-in-the-morning-sky?lang=eng,"js-h/1.30-34,68-72?lang=eng#p30",Joseph Smith History 1:33,Joseph Smith History,"1:30-34,68-72",Joseph Smith History 1,SEQUENCE,69
70,âTwas Witnessed in the Morning Sky,/study/manual/hymns/twas-witnessed-in-the-morning-sky?lang=eng,"js-h/1.30-34,68-72?lang=eng#p30",Joseph Smith History 1:34,Joseph Smith History,"1:30-34,68-72",Joseph Smith History 1,SEQUENCE,70
71,âTwas Witnessed in the Morning Sky,/study/manual/hymns/twas-witnessed-in-the-morning-sky?lang=eng,"js-h/1.30-34,68-72?lang=eng#p30",Joseph Smith History 1:68,Joseph Smith History,"1:30-34,68-72",Joseph Smith History 1,SEQUENCE,71
72,âTwas Witnessed in the Morning Sky,/study/manual/hymns/twas-witnessed-in-the-morning-sky?lang=eng,"js-h/1.30-34,68-72?lang=eng#p30",Joseph Smith History 1:69,Joseph Smith History,"1:30-34,68-72",Joseph Smith History 1,SEQUENCE,72
73,âTwas Witnessed in the Morning Sky,/study/manual/hymns/twas-witnessed-in-the-morning-sky?lang=eng,"js-h/1.30-34,68-72?lang=eng#p30",Joseph Smith History 1:70,Joseph Smith History,"1:30-34,68-72",Joseph Smith History 1,SEQUENCE,73
74,âTwas Witnessed in the Morning Sky,/study/manual/hymns/twas-witnessed-in-the-morning-sky?lang=eng,"js-h/1.30-34,68-72?lang=eng#p30",Joseph Smith History 1:71,Joseph Smith History,"1:30-34,68-72",Joseph Smith History 1,SEQUENCE,74
75,âTwas Witnessed in the Morning Sky,/study/manual/hymns/twas-witnessed-in-the-morning-sky?lang=eng,"js-h/1.30-34,68-72?lang=eng#p30",Joseph Smith History 1:72,Joseph Smith History,"1:30-34,68-72",Joseph Smith History 1,SEQUENCE,75
76,âTwas Witnessed in the Morning Sky,/study/manual/hymns/twas-witnessed-in-the-morning-sky?lang=eng,dc/128.20-21?lang=eng#p20,D&C 128:20,D&C,128:20-21,D&C 128,SEQUENCE,76
77,âTwas Witnessed in the Morning Sky,/study/manual/hymns/twas-witnessed-in-the-morning-sky?lang=eng,dc/128.20-21?lang=eng#p20,D&C 128:21,D&C,128:20-21,D&C 128,SEQUENCE,77
78,An Angel from on High,/study/manual/hymns/an-angel-from-on-high?lang=eng,js-h/1.30-34?lang=eng#p30,Joseph Smith History 1:30,Joseph Smith History,1:30-34,Joseph Smith History 1,SEQUENCE,78
79,An Angel from on High,/study/manual/hymns/an-angel-from-on-high?lang=eng,js-h/1.30-34?lang=eng#p30,Joseph Smith History 1:31,Joseph Smith History,1:30-34,Joseph Smith History 1,SEQUENCE,79
80,An Angel from on High,/study/manual/hymns/an-angel-from-on-high?lang=eng,js-h/1.30-34?lang=eng#p30,Joseph Smith History 1:32,Joseph Smith History,1:30-34,Joseph Smith History 1,SEQUENCE,80
81,An Angel from on High,/study/manual/hymns/an-angel-from-on-high?lang=eng,js-h/1.30-34?lang=eng#p30,Joseph Smith History 1:33,Joseph Smith History,1:30-34,Joseph Smith History 1,SEQUENCE,81
82,An Angel from on High,/study/manual/hymns/an-angel-from-on-high?lang=eng,js-h/1.30-34?lang=eng#p30,Joseph Smith History 1:34,Joseph Smith History,1:30-34,Joseph Smith History 1,SEQUENCE,82
83,Sweet Is the Peace the Gospel Brings,/study/manual/hymns/sweet-is-the-peace-the-gospel-brings?lang=eng,ps/119.97-104?lang=eng#p97,Psalm 119:97,Psalm,119:97-104,Psalm 119,SEQUENCE,83
84,Sweet Is the Peace the Gospel Brings,/study/manual/hymns/sweet-is-the-peace-the-gospel-brings?lang=eng,ps/119.97-104?lang=eng#p97,Psalm 119:98,Psalm,119:97-104,Psalm 119,SEQUENCE,84
85,Sweet Is the Peace the Gospel Brings,/study/manual/hymns/sweet-is-the-peace-the-gospel-brings?lang=eng,ps/119.97-104?lang=eng#p97,Psalm 119:99,Psalm,119:97-104,Psalm 119,SEQUENCE,85
86,Sweet Is the Peace the Gospel Brings,/study/manual/hymns/sweet-is-the-peace-the-gospel-brings?lang=eng,ps/119.97-104?lang=eng#p97,Psalm 119:100,Psalm,119:97-104,Psalm 119,SEQUENCE,86
87,Sweet Is the Peace the Gospel Brings,/study/manual/hymns/sweet-is-the-peace-the-gospel-brings?lang=eng,ps/119.97-104?lang=eng#p97,Psalm 119:101,Psalm,119:97-104,Psalm 119,SEQUENCE,87
88,Sweet Is the Peace the Gospel Brings,/study/manual/hymns/sweet-is-the-peace-the-gospel-brings?lang=eng,ps/119.97-104?lang=eng#p97,Psalm 119:102,Psalm,119:97-104,Psalm 119,SEQUENCE,88
89,Sweet Is the Peace the Gospel Brings,/study/manual/hymns/sweet-is-the-peace-the-gospel-brings?lang=eng,ps/119.97-104?lang=eng#p97,Psalm 119:103,Psalm,119:97-104,Psalm 119,SEQUENCE,89
90,Sweet Is the Peace the Gospel Brings,/study/manual/hymns/sweet-is-the-peace-the-gospel-brings?lang=eng,ps/119.97-104?lang=eng#p97,Psalm 119:104,Psalm,119:97-104,Psalm 119,SEQUENCE,90
91,I Saw a Mighty Angel Fly,/study/manual/hymns/i-saw-a-mighty-angel-fly?lang=eng,rev/14.6-7?lang=eng#p6,Revelation 14:6,Revelation,14:6-7,Revelation 14,SEQUENCE,91
92,I Saw a Mighty Angel Fly,/study/manual/hymns/i-saw-a-mighty-angel-fly?lang=eng,rev/14.6-7?lang=eng#p6,Revelation 14:7,Revelation,14:6-7,Revelation 14,SEQUENCE,92
93,I Saw a Mighty Angel Fly,/study/manual/hymns/i-saw-a-mighty-angel-fly?lang=eng,"dc/133.36-39,52-53?lang=eng#p36",D&C 133:36,D&C,"133:36-39,52-53",D&C 133,SEQUENCE,93
94,I Saw a Mighty Angel Fly,/study/manual/hymns/i-saw-a-mighty-angel-fly?lang=eng,"dc/133.36-39,52-53?lang=eng#p36",D&C 133:37,D&C,"133:36-39,52-53",D&C 133,SEQUENCE,94
95,I Saw a Mighty Angel Fly,/study/manual/hymns/i-saw-a-mighty-angel-fly?lang=eng,"dc/133.36-39,52-53?lang=eng#p36",D&C 133:38,D&C,"133:36-39,52-53",D&C 133,SEQUENCE,95
96,I Saw a Mighty Angel Fly,/study/manual/hymns/i-saw-a-mighty-angel-fly?lang=eng,"dc/133.36-39,52-53?lang=eng#p36",D&C 133:39,D&C,"133:36-39,52-53",D&C 133,SEQUENCE,96
97,I Saw a Mighty Angel Fly,/study/manual/hymns/i-saw-a-mighty-angel-fly?lang=eng,"dc/133.36-39,52-53?lang=eng#p36",D&C 133:52,D&C,"133:36-39,52-53",D&C 133,SEQUENCE,97
98,I Saw a Mighty Angel Fly,/study/manual/hymns/i-saw-a-mighty-angel-fly?lang=eng,"dc/133.36-39,52-53?lang=eng#p36",D&C 133:53,D&C,"133:36-39,52-53",D&C 133,SEQUENCE,98
99,What Glorious Scenes Mine Eyes Behold,/study/manual/hymns/what-glorious-scenes-mine-eyes-behold?lang=eng,dc/133.36-38?lang=eng#p36,D&C 133:36,D&C,133:36-38,D&C 133,SEQUENCE,99
100,What Glorious Scenes Mine Eyes Behold,/study/manual/hymns/what-glorious-scenes-mine-eyes-behold?lang=eng,dc/133.36-38?lang=eng#p36,D&C 133:37,D&C,133:36-38,D&C 133,SEQUENCE,100
101,What Glorious Scenes Mine Eyes Behold,/study/manual/hymns/what-glorious-scenes-mine-eyes-behold?lang=eng,dc/133.36-38?lang=eng#p36,D&C 133:38,D&C,133:36-38,D&C 133,SEQUENCE,101
102,"Awake, Ye Saints of God, Awake!",/study/manual/hymns/awake-ye-saints-of-god-awake?lang=eng,rom/13.11-14?lang=eng#p11,Romans 13:11,Romans,13:11-14,Romans 13,SEQUENCE,102
103,"Awake, Ye Saints of God, Awake!",/study/manual/hymns/awake-ye-saints-of-god-awake?lang=eng,rom/13.11-14?lang=eng#p11,Romans 13:12,Romans,13:11-14,Romans 13,SEQUENCE,103
104,"Awake, Ye Saints of God, Awake!",/study/manual/hymns/awake-ye-saints-of-god-awake?lang=eng,rom/13.11-14?lang=eng#p11,Romans 13:13,Romans,13:11-14,Romans 13,SEQUENCE,104
105,"Awake, Ye Saints of God, Awake!",/study/manual/hymns/awake-ye-saints-of-god-awake?lang=eng,rom/13.11-14?lang=eng#p11,Romans 13:14,Romans,13:11-14,Romans 13,SEQUENCE,105
106,The Voice of God Again Is Heard,/study/manual/hymns/the-voice-of-god-again-is-heard?lang=eng,"dc/128.19,22-23?lang=eng#p19",D&C 128:22,D&C,"128:19,22-23",D&C 128,SEQUENCE,106
107,The Voice of God Again Is Heard,/study/manual/hymns/the-voice-of-god-again-is-heard?lang=eng,"dc/128.19,22-23?lang=eng#p19",D&C 128:23,D&C,"128:19,22-23",D&C 128,SEQUENCE,107
108,"We Thank Thee, O God, for a Prophet",/study/manual/hymns/we-thank-thee-o-god-for-a-prophet?lang=eng,dc/21.1-5?lang=eng#p1,D&C 21:1,D&C,21:1-5,D&C 21,SEQUENCE,108
109,"We Thank Thee, O God, for a Prophet",/study/manual/hymns/we-thank-thee-o-god-for-a-prophet?lang=eng,dc/21.1-5?lang=eng#p1,D&C 21:2,D&C,21:1-5,D&C 21,SEQUENCE,109
110,"We Thank Thee, O God, for a Prophet",/study/manual/hymns/we-thank-thee-o-god-for-a-prophet?lang=eng,dc/21.1-5?lang=eng#p1,D&C 21:3,D&C,21:1-5,D&C 21,SEQUENCE,110
111,"We Thank Thee, O God, for a Prophet",/study/manual/hymns/we-thank-thee-o-god-for-a-prophet?lang=eng,dc/21.1-5?lang=eng#p1,D&C 21:4,D&C,21:1-5,D&C 21,SEQUENCE,111
112,"We Thank Thee, O God, for a Prophet",/study/manual/hymns/we-thank-thee-o-god-for-a-prophet?lang=eng,dc/21.1-5?lang=eng#p1,D&C 21:5,D&C,21:1-5,D&C 21,SEQUENCE,112
113,"Come, Listen to a Prophetâs Voice",/study/manual/hymns/come-listen-to-a-prophets-voice?lang=eng,js-h/1.14-17?lang=eng#p14,Joseph Smith History 1:14,Joseph Smith History,1:14-17,Joseph Smith History 1,SEQUENCE,113
114,"Come, Listen to a Prophetâs Voice",/study/manual/hymns/come-listen-to-a-prophets-voice?lang=eng,js-h/1.14-17?lang=eng#p14,Joseph Smith History 1:15,Joseph Smith History,1:14-17,Joseph Smith History 1,SEQUENCE,114
115,"Come, Listen to a Prophetâs Voice",/study/manual/hymns/come-listen-to-a-prophets-voice?lang=eng,js-h/1.14-17?lang=eng#p14,Joseph Smith History 1:16,Joseph Smith History,1:14-17,Joseph Smith History 1,SEQUENCE,115
116,"Come, Listen to a Prophetâs Voice",/study/manual/hymns/come-listen-to-a-prophets-voice?lang=eng,js-h/1.14-17?lang=eng#p14,Joseph Smith History 1:17,Joseph Smith History,1:14-17,Joseph Smith History 1,SEQUENCE,116
117,"Come, Listen to a Prophetâs Voice",/study/manual/hymns/come-listen-to-a-prophets-voice?lang=eng,dc/21.4-7?lang=eng#p4,D&C 21:4,D&C,21:4-7,D&C 21,SEQUENCE,117
118,"Come, Listen to a Prophetâs Voice",/study/manual/hymns/come-listen-to-a-prophets-voice?lang=eng,dc/21.4-7?lang=eng#p4,D&C 21:5,D&C,21:4-7,D&C 21,SEQUENCE,118
119,"Come, Listen to a Prophetâs Voice",/study/manual/hymns/come-listen-to-a-prophets-voice?lang=eng,dc/21.4-7?lang=eng#p4,D&C 21:6,D&C,21:4-7,D&C 21,SEQUENCE,119
120,"Come, Listen to a Prophetâs Voice",/study/manual/hymns/come-listen-to-a-prophets-voice?lang=eng,dc/21.4-7?lang=eng#p4,D&C 21:7,D&C,21:4-7,D&C 21,SEQUENCE,120
121,We Listen to a Prophetâs Voice,/study/manual/hymns/we-listen-to-a-prophets-voice?lang=eng,dc/112.30-32?lang=eng#p30,D&C 112:30,D&C,112:30-32,D&C 112,SEQUENCE,121
122,We Listen to a Prophetâs Voice,/study/manual/hymns/we-listen-to-a-prophets-voice?lang=eng,dc/112.30-32?lang=eng#p30,D&C 112:31,D&C,112:30-32,D&C 112,SEQUENCE,122
123,We Listen to a Prophetâs Voice,/study/manual/hymns/we-listen-to-a-prophets-voice?lang=eng,dc/112.30-32?lang=eng#p30,D&C 112:32,D&C,112:30-32,D&C 112,SEQUENCE,123
124,Joseph Smithâs First Prayer,/study/manual/hymns/joseph-smiths-first-prayer?lang=eng,"js-h/1.14-20,25?lang=eng#p14",Joseph Smith History 1:14,Joseph Smith History,"1:14-20,25",Joseph Smith History 1,SEQUENCE,124
125,Joseph Smithâs First Prayer,/study/manual/hymns/joseph-smiths-first-prayer?lang=eng,"js-h/1.14-20,25?lang=eng#p14",Joseph Smith History 1:15,Joseph Smith History,"1:14-20,25",Joseph Smith History 1,SEQUENCE,125
126,Joseph Smithâs First Prayer,/study/manual/hymns/joseph-smiths-first-prayer?lang=eng,"js-h/1.14-20,25?lang=eng#p14",Joseph Smith History 1:16,Joseph Smith History,"1:14-20,25",Joseph Smith History 1,SEQUENCE,126
127,Joseph Smithâs First Prayer,/study/manual/hymns/joseph-smiths-first-prayer?lang=eng,"js-h/1.14-20,25?lang=eng#p14",Joseph Smith History 1:17,Joseph Smith History,"1:14-20,25",Joseph Smith History 1,SEQUENCE,127
128,Joseph Smithâs First Prayer,/study/manual/hymns/joseph-smiths-first-prayer?lang=eng,"js-h/1.14-20,25?lang=eng#p14",Joseph Smith History 1:18,Joseph Smith History,"1:14-20,25",Joseph Smith History 1,SEQUENCE,128
129,Joseph Smithâs First Prayer,/study/manual/hymns/joseph-smiths-first-prayer?lang=eng,"js-h/1.14-20,25?lang=eng#p14",Joseph Smith History 1:19,Joseph Smith History,"1:14-20,25",Joseph Smith History 1,SEQUENCE,129
130,Joseph Smithâs First Prayer,/study/manual/hymns/joseph-smiths-first-prayer?lang=eng,"js-h/1.14-20,25?lang=eng#p14",Joseph Smith History 1:20,Joseph Smith History,"1:14-20,25",Joseph Smith History 1,SEQUENCE,130
131,Praise to the Man,/study/manual/hymns/praise-to-the-man?lang=eng,2-ne/3.14-15?lang=eng#p14,2 Nephi 3:14,2 Nephi,3:14-15,2 Nephi 3,SEQUENCE,131
